date;region;cases
2021-10-02;AT-3;225
2021-10-02;AT-4;377
2021-10-02;AT-5;80
2021-10-02;AT-6;254
2021-10-02;AT-7;105
2021-10-02;AT-8;19
2021-10-02;AT-9;356
2021-10-03;AT-1;18
2021-10-03;AT-2;80
2021-10-03;AT-3;205
2021-10-03;AT-4;352
2021-10-03;AT-5;90
2021-10-03;AT-6;191
2021-10-03;AT-7;63
2021-10-03;AT-8;47
2021-10-03;AT-9;325
2021-10-04;AT-1;23
2021-10-04;AT-2;65
2021-10-04;AT-3;187
2021-10-04;AT-4;388
2021-10-04;AT-5;146
2021-10-04;AT-6;185
2021-10-04;AT-7;78
2021-10-04;AT-8;34
2021-10-04;AT-9;354
2021-10-05;AT-1;61
2021-10-05;AT-2;162
2021-10-05;AT-3;348
2021-10-05;AT-4;628
2021-10-05;AT-5;130
2021-10-05;AT-6;445
2021-10-05;AT-7;162
2021-10-05;AT-8;54
2021-10-05;AT-9;681
2021-10-06;AT-1;43
2021-10-06;AT-2;120
2021-10-06;AT-3;404
2021-10-06;AT-4;407
2021-10-06;AT-5;192
2021-10-06;AT-6;267
2021-10-06;AT-7;121
2021-10-06;AT-8;45
2021-10-06;AT-9;435
2021-10-07;AT-1;60
2021-10-07;AT-2;119
2021-10-07;AT-3;321
2021-10-07;AT-4;410
2021-10-07;AT-5;128
2021-10-07;AT-6;322
2021-10-07;AT-7;91
2021-10-07;AT-8;23
2021-10-07;AT-9;379
2021-10-08;AT-1;39
2021-10-08;AT-2;100
2021-10-08;AT-3;324
2021-10-08;AT-4;482
2021-10-08;AT-5;209
2021-10-08;AT-6;231
2021-10-08;AT-7;126
2021-10-08;AT-8;41
2021-10-08;AT-9;323
2021-10-09;AT-1;29
2021-10-09;AT-2;97
2021-10-09;AT-3;267
2021-10-09;AT-4;357
2021-10-09;AT-5;121
2021-10-09;AT-6;285
2021-10-09;AT-7;87
2021-10-09;AT-8;25
2021-10-09;AT-9;317
2021-10-10;AT-1;34
2021-10-10;AT-2;82
2021-10-10;AT-3;233
2021-10-10;AT-4;302
2021-10-10;AT-5;100
2021-10-10;AT-6;171
2021-10-10;AT-7;77
2021-10-10;AT-8;37
2021-10-10;AT-9;262
2021-10-11;AT-1;30
2021-10-11;AT-2;86
2021-10-11;AT-3;352
2021-10-11;AT-4;432
2021-10-11;AT-5;174
2021-10-11;AT-6;138
2021-10-11;AT-7;104
2021-10-11;AT-8;33
2021-10-11;AT-9;248
2021-10-12;AT-1;55
2021-10-12;AT-2;130
2021-10-12;AT-3;526
2021-10-12;AT-4;688
2021-10-12;AT-5;225
2021-10-12;AT-6;430
2021-10-12;AT-7;109
2021-10-12;AT-8;47
2021-10-12;AT-9;507
2021-10-13;AT-1;29
2021-10-13;AT-2;132
2021-10-13;AT-3;422
2021-10-13;AT-4;538
2021-10-13;AT-5;168
2021-10-13;AT-6;302
2021-10-13;AT-7;150
2021-10-13;AT-8;39
2021-10-13;AT-9;332
2021-10-14;AT-1;42
2021-10-14;AT-2;132
2021-10-14;AT-3;426
2021-10-14;AT-4;592
2021-10-14;AT-5;193
2021-10-14;AT-6;278
2021-10-14;AT-7;212
2021-10-14;AT-8;64
2021-10-14;AT-9;450
2021-10-15;AT-1;45
2021-10-15;AT-2;119
2021-10-15;AT-3;386
2021-10-15;AT-4;710
2021-10-15;AT-5;241
2021-10-15;AT-6;371
2021-10-15;AT-7;167
2021-10-15;AT-8;40
2021-10-15;AT-9;301
2021-10-16;AT-1;28
2021-10-16;AT-2;113
2021-10-16;AT-3;538
2021-10-16;AT-4;397
2021-10-16;AT-5;164
2021-10-16;AT-6;346
2021-10-16;AT-7;134
2021-10-16;AT-8;50
2021-10-16;AT-9;375
2021-10-17;AT-1;49
2021-10-17;AT-2;86
2021-10-17;AT-3;481
2021-10-17;AT-4;447
2021-10-17;AT-5;136
2021-10-17;AT-6;236
2021-10-17;AT-7;172
2021-10-17;AT-8;60
2021-10-17;AT-9;330
2021-10-18;AT-1;65
2021-10-18;AT-2;114
2021-10-18;AT-3;595
2021-10-18;AT-4;679
2021-10-18;AT-5;281
2021-10-18;AT-6;272
2021-10-18;AT-7;234
2021-10-18;AT-8;55
2021-10-18;AT-9;432
2021-10-19;AT-1;64
2021-10-19;AT-2;252
2021-10-19;AT-3;697
2021-10-19;AT-4;1097
2021-10-19;AT-5;381
2021-10-19;AT-6;500
2021-10-19;AT-7;251
2021-10-19;AT-8;104
2021-10-19;AT-9;624
2021-10-20;AT-1;69
2021-10-20;AT-2;257
2021-10-20;AT-3;706
2021-10-20;AT-4;831
2021-10-20;AT-5;350
2021-10-20;AT-6;486
2021-10-20;AT-7;290
2021-10-20;AT-8;103
2021-10-20;AT-9;525
2021-10-21;AT-1;73
2021-10-21;AT-2;202
2021-10-21;AT-3;707
2021-10-21;AT-4;786
2021-10-21;AT-5;391
2021-10-21;AT-6;473
2021-10-21;AT-7;253
2021-10-21;AT-8;113
2021-10-21;AT-9;486
2021-10-22;AT-1;70
2021-10-22;AT-2;205
2021-10-22;AT-3;770
2021-10-22;AT-4;917
2021-10-22;AT-5;358
2021-10-22;AT-6;460
2021-10-22;AT-7;330
2021-10-22;AT-8;111
2021-10-22;AT-9;485
2021-10-23;AT-1;77
2021-10-23;AT-2;285
2021-10-23;AT-3;666
2021-10-23;AT-4;813
2021-10-23;AT-5;294
2021-10-23;AT-6;525
2021-10-23;AT-7;244
2021-10-23;AT-8;152
2021-10-23;AT-9;472
2021-10-24;AT-1;57
2021-10-24;AT-2;123
2021-10-24;AT-3;647
2021-10-24;AT-4;652
2021-10-24;AT-5;182
2021-10-24;AT-6;431
2021-10-24;AT-7;194
2021-10-24;AT-8;100
2021-10-24;AT-9;409
2021-10-25;AT-1;64
2021-10-25;AT-2;248
2021-10-25;AT-3;723
2021-10-25;AT-4;754
2021-10-25;AT-5;421
2021-10-25;AT-6;381
2021-10-25;AT-7;248
2021-10-25;AT-8;134
2021-10-25;AT-9;473
2021-10-26;AT-1;116
2021-10-26;AT-2;328
2021-10-26;AT-3;901
2021-10-26;AT-4;1064
2021-10-26;AT-5;411
2021-10-26;AT-6;544
2021-10-26;AT-7;334
2021-10-26;AT-8;250
2021-10-26;AT-9;535
2021-10-27;AT-1;102
2021-10-27;AT-2;256
2021-10-27;AT-3;989
2021-10-27;AT-4;1109
2021-10-27;AT-5;376
2021-10-27;AT-6;457
2021-10-27;AT-7;416
2021-10-27;AT-8;146
2021-10-27;AT-9;451
2021-10-28;AT-1;149
2021-10-28;AT-2;360
2021-10-28;AT-3;1111
2021-10-28;AT-4;1618
2021-10-28;AT-5;502
2021-10-28;AT-6;690
2021-10-28;AT-7;314
2021-10-28;AT-8;303
2021-10-28;AT-9;886
2021-10-29;AT-1;135
2021-10-29;AT-2;410
2021-10-29;AT-3;1145
2021-10-29;AT-4;1478
2021-10-29;AT-5;580
2021-10-29;AT-6;739
2021-10-29;AT-7;491
2021-10-29;AT-8;248
2021-10-29;AT-9;752
2021-10-30;AT-1;83
2021-10-30;AT-2;335
2021-10-30;AT-3;1178
2021-10-30;AT-4;1451
2021-10-30;AT-5;570
2021-10-30;AT-6;714
2021-10-30;AT-7;429
2021-10-30;AT-8;309
2021-10-30;AT-9;559
2021-10-31;AT-1;110
2021-10-31;AT-2;204
2021-10-31;AT-3;930
2021-10-31;AT-4;1322
2021-10-31;AT-5;417
2021-10-31;AT-6;675
2021-10-31;AT-7;318
2021-10-31;AT-8;180
2021-10-31;AT-9;637
2021-11-01;AT-1;127
2021-11-01;AT-2;350
2021-11-01;AT-3;1267
2021-11-01;AT-4;1279
2021-11-01;AT-5;478
2021-11-01;AT-6;456
2021-11-01;AT-7;458
2021-11-01;AT-8;205
2021-11-01;AT-9;664
2021-11-02;AT-1;220
2021-11-02;AT-2;408
2021-11-02;AT-3;1205
2021-11-02;AT-4;1626
2021-11-02;AT-5;538
2021-11-02;AT-6;884
2021-11-02;AT-7;631
2021-11-02;AT-8;239
2021-11-02;AT-9;831
2021-11-03;AT-1;246
2021-11-03;AT-2;501
2021-11-03;AT-3;1310
2021-11-03;AT-4;2375
2021-11-03;AT-5;886
2021-11-03;AT-6;1097
2021-11-03;AT-7;680
2021-11-03;AT-8;353
2021-11-03;AT-9;1524
2021-11-04;AT-1;307
2021-11-04;AT-2;630
2021-11-04;AT-3;1906
2021-11-04;AT-4;2617
2021-11-04;AT-5;884
2021-11-04;AT-6;1126
2021-11-04;AT-7;598
2021-11-04;AT-8;395
2021-11-04;AT-9;1303
2021-11-05;AT-1;190
2021-11-05;AT-2;600
2021-11-05;AT-3;2070
2021-11-05;AT-4;2396
2021-11-05;AT-5;1037
2021-11-05;AT-6;1214
2021-11-05;AT-7;732
2021-11-05;AT-8;403
2021-11-05;AT-9;1053
2021-11-06;AT-1;204
2021-11-06;AT-2;592
2021-11-06;AT-3;1621
2021-11-06;AT-4;2295
2021-11-06;AT-5;849
2021-11-06;AT-6;495
2021-11-06;AT-7;636
2021-11-06;AT-8;325
2021-11-06;AT-9;1090
2021-11-07;AT-1;246
2021-11-07;AT-2;404
2021-11-07;AT-3;1472
2021-11-07;AT-4;2075
2021-11-07;AT-5;730
2021-11-07;AT-6;1305
2021-11-07;AT-7;554
2021-11-07;AT-8;335
2021-11-07;AT-9;887
2021-11-08;AT-1;139
2021-11-08;AT-2;573
2021-11-08;AT-3;1831
2021-11-08;AT-4;1946
2021-11-08;AT-5;457
2021-11-08;AT-6;756
2021-11-08;AT-7;699
2021-11-08;AT-8;214
2021-11-08;AT-9;1136
2021-11-09;AT-1;389
2021-11-09;AT-2;702
2021-11-09;AT-3;1930
2021-11-09;AT-4;3321
2021-11-09;AT-5;896
2021-11-09;AT-6;1406
2021-11-09;AT-7;1168
2021-11-09;AT-8;627
2021-11-09;AT-9;1519
2021-11-10;AT-1;299
2021-11-10;AT-2;1129
2021-11-10;AT-3;2801
2021-11-10;AT-4;3138
2021-11-10;AT-5;1603
2021-11-10;AT-6;1406
2021-11-10;AT-7;1020
2021-11-10;AT-8;447
2021-11-10;AT-9;1363
2021-11-11;AT-1;253
2021-11-11;AT-2;793
2021-11-11;AT-3;1787
2021-11-11;AT-4;2734
2021-11-11;AT-5;1288
2021-11-11;AT-6;948
2021-11-11;AT-7;941
2021-11-11;AT-8;516
2021-11-11;AT-9;1302
2021-11-12;AT-1;381
2021-11-12;AT-2;923
2021-11-12;AT-3;2305
2021-11-12;AT-4;3247
2021-11-12;AT-5;1521
2021-11-12;AT-6;1264
2021-11-12;AT-7;1095
2021-11-12;AT-8;547
2021-11-12;AT-9;1345
2021-11-13;AT-1;137
2021-11-13;AT-2;545
2021-11-13;AT-3;2063
2021-11-13;AT-4;3114
2021-11-13;AT-5;1280
2021-11-13;AT-6;1230
2021-11-13;AT-7;1074
2021-11-13;AT-8;644
2021-11-13;AT-9;1334
2021-11-14;AT-1;208
2021-11-14;AT-2;532
2021-11-14;AT-3;2020
2021-11-14;AT-4;3582
2021-11-14;AT-5;1183
2021-11-14;AT-6;1034
2021-11-14;AT-7;1013
2021-11-14;AT-8;466
2021-11-14;AT-9;1141
2021-11-15;AT-1;143
2021-11-15;AT-2;792
2021-11-15;AT-3;2112
2021-11-15;AT-4;2625
2021-11-15;AT-5;907
2021-11-15;AT-6;988
2021-11-15;AT-7;1526
2021-11-15;AT-8;600
2021-11-15;AT-9;1290
2021-11-16;AT-1;632
2021-11-16;AT-2;1039
2021-11-16;AT-3;2331
2021-11-16;AT-4;4774
2021-11-16;AT-5;1406
2021-11-16;AT-6;2081
2021-11-16;AT-7;1197
2021-11-16;AT-8;1007
2021-11-16;AT-9;1976
2021-11-17;AT-1;384
2021-11-17;AT-2;1527
2021-11-17;AT-3;2531
2021-11-17;AT-4;3544
2021-11-17;AT-5;2000
2021-11-17;AT-6;820
2021-11-17;AT-7;1587
2021-11-17;AT-8;744
2021-11-17;AT-9;1863
2021-11-18;AT-1;356
2021-11-18;AT-2;1547
2021-11-18;AT-3;1870
2021-11-18;AT-4;3819
2021-11-18;AT-5;1394
2021-11-18;AT-6;1503
2021-11-18;AT-7;1519
2021-11-18;AT-8;720
2021-11-18;AT-9;2134
2021-11-19;AT-1;300
2021-11-19;AT-2;1253
2021-11-19;AT-3;2270
2021-11-19;AT-4;3321
2021-11-19;AT-5;1507
2021-11-19;AT-6;1509
2021-11-19;AT-7;1462
2021-11-19;AT-8;726
2021-11-19;AT-9;1692
2021-11-20;AT-1;203
2021-11-20;AT-2;1354
2021-11-20;AT-3;2876
2021-11-20;AT-4;3400
2021-11-20;AT-5;1148
2021-11-20;AT-6;1390
2021-11-20;AT-7;1432
2021-11-20;AT-8;822
2021-11-20;AT-9;1446
2021-11-21;AT-1;212
2021-11-21;AT-2;457
2021-11-21;AT-3;2397
2021-11-21;AT-4;3240
2021-11-21;AT-5;904
2021-11-21;AT-6;1354
2021-11-21;AT-7;1184
2021-11-21;AT-8;607
2021-11-21;AT-9;1272
2021-11-22;AT-1;356
2021-11-22;AT-2;854
2021-11-22;AT-3;2211
2021-11-22;AT-4;2572
2021-11-22;AT-5;1061
2021-11-22;AT-6;1156
2021-11-22;AT-7;1698
2021-11-22;AT-8;727
2021-11-22;AT-9;1318
2021-11-23;AT-1;340
2021-11-23;AT-2;898
2021-11-23;AT-3;1969
2021-11-23;AT-4;4035
2021-11-23;AT-5;1376
2021-11-23;AT-6;1565
2021-11-23;AT-7;1488
2021-11-23;AT-8;859
2021-11-23;AT-9;1962
2021-11-24;AT-1;255
2021-11-24;AT-2;1525
2021-11-24;AT-3;2240
2021-11-24;AT-4;2982
2021-11-24;AT-5;1490
2021-11-24;AT-6;2028
2021-11-24;AT-7;1692
2021-11-24;AT-8;764
2021-11-24;AT-9;1450
2021-11-25;AT-1;204
2021-11-25;AT-2;1397
2021-11-25;AT-3;1705
2021-11-25;AT-4;2661
2021-11-25;AT-5;1129
2021-11-25;AT-6;1340
2021-11-25;AT-7;1420
2021-11-25;AT-8;821
2021-11-25;AT-9;1416
2021-11-26;AT-1;262
2021-11-26;AT-2;1337
2021-11-26;AT-3;1925
2021-11-26;AT-4;2566
2021-11-26;AT-5;1021
2021-11-26;AT-6;1688
2021-11-26;AT-7;1215
2021-11-26;AT-8;727
2021-11-26;AT-9;1276
2021-11-27;AT-1;230
2021-11-27;AT-2;1214
2021-11-27;AT-3;1596
2021-11-27;AT-4;2008
2021-11-27;AT-5;930
2021-11-27;AT-6;1016
2021-11-27;AT-7;895
2021-11-27;AT-8;679
2021-11-27;AT-9;1026
2021-11-28;AT-1;167
2021-11-28;AT-2;777
2021-11-28;AT-3;1189
2021-11-28;AT-4;1608
2021-11-28;AT-5;604
2021-11-28;AT-6;1301
2021-11-28;AT-7;942
2021-11-28;AT-8;602
2021-11-28;AT-9;778
2021-11-29;AT-1;161
2021-11-29;AT-2;805
2021-11-29;AT-3;1212
2021-11-29;AT-4;1668
2021-11-29;AT-5;576
2021-11-29;AT-6;1205
2021-11-29;AT-7;917
2021-11-29;AT-8;520
2021-11-29;AT-9;1032
2021-11-30;AT-1;253
2021-11-30;AT-2;1042
2021-11-30;AT-3;1579
2021-11-30;AT-4;2237
2021-11-30;AT-5;896
2021-11-30;AT-6;1542
2021-11-30;AT-7;1131
2021-11-30;AT-8;856
2021-11-30;AT-9;1399
2021-12-01;AT-1;173
2021-12-01;AT-2;831
2021-12-01;AT-3;1611
2021-12-01;AT-4;1630
2021-12-01;AT-5;723
2021-12-01;AT-6;1301
2021-12-01;AT-7;822
2021-12-01;AT-8;625
2021-12-01;AT-9;1036
2021-12-02;AT-1;197
2021-12-02;AT-2;614
2021-12-02;AT-3;1168
2021-12-02;AT-4;1492
2021-12-02;AT-5;544
2021-12-02;AT-6;933
2021-12-02;AT-7;768
2021-12-02;AT-8;560
2021-12-02;AT-9;937
2021-12-03;AT-1;139
2021-12-03;AT-2;444
2021-12-03;AT-3;1067
2021-12-03;AT-4;1183
2021-12-03;AT-5;433
2021-12-03;AT-6;933
2021-12-03;AT-7;763
2021-12-03;AT-8;534
2021-12-03;AT-9;743
2021-12-04;AT-1;149
2021-12-04;AT-2;502
2021-12-04;AT-3;845
2021-12-04;AT-4;996
2021-12-04;AT-5;347
2021-12-04;AT-6;826
2021-12-04;AT-7;504
2021-12-04;AT-8;376
2021-12-04;AT-9;760
2021-12-05;AT-1;104
2021-12-05;AT-2;283
2021-12-05;AT-3;750
2021-12-05;AT-4;823
2021-12-05;AT-5;334
2021-12-05;AT-6;563
2021-12-05;AT-7;502
2021-12-05;AT-8;290
2021-12-05;AT-9;594
2021-12-06;AT-1;89
2021-12-06;AT-2;380
2021-12-06;AT-3;730
2021-12-06;AT-4;630
2021-12-06;AT-5;274
2021-12-06;AT-6;593
2021-12-06;AT-7;554
2021-12-06;AT-8;522
2021-12-06;AT-9;619
2021-12-07;AT-1;163
2021-12-07;AT-2;548
2021-12-07;AT-3;924
2021-12-07;AT-4;1091
2021-12-07;AT-5;361
2021-12-07;AT-6;862
2021-12-07;AT-7;578
2021-12-07;AT-8;564
2021-12-07;AT-9;950
2021-12-08;AT-1;88
2021-12-08;AT-2;408
2021-12-08;AT-3;704
2021-12-08;AT-4;842
2021-12-08;AT-5;373
2021-12-08;AT-6;553
2021-12-08;AT-7;456
2021-12-08;AT-8;306
2021-12-08;AT-9;574
2021-12-09;AT-1;71
2021-12-09;AT-2;79
2021-12-09;AT-3;573
2021-12-09;AT-4;422
2021-12-09;AT-5;201
2021-12-09;AT-6;516
2021-12-09;AT-7;494
2021-12-09;AT-8;292
2021-12-09;AT-9;458
2021-12-10;AT-1;86
2021-12-10;AT-2;442
2021-12-10;AT-3;758
2021-12-10;AT-4;971
2021-12-10;AT-5;327
2021-12-10;AT-6;530
2021-12-10;AT-7;461
2021-12-10;AT-8;398
2021-12-10;AT-9;824
2021-12-11;AT-1;56
2021-12-11;AT-2;264
2021-12-11;AT-3;545
2021-12-11;AT-4;659
2021-12-11;AT-5;217
2021-12-11;AT-6;480
2021-12-11;AT-7;337
2021-12-11;AT-8;213
2021-12-11;AT-9;474
2021-12-12;AT-1;20
2021-12-12;AT-2;229
2021-12-12;AT-3;615
2021-12-12;AT-4;752
2021-12-12;AT-5;188
2021-12-12;AT-6;333
2021-12-12;AT-7;312
2021-12-12;AT-8;335
2021-12-12;AT-9;471
2021-12-13;AT-1;74
2021-12-13;AT-2;199
2021-12-13;AT-3;448
2021-12-13;AT-4;449
2021-12-13;AT-5;147
2021-12-13;AT-6;414
2021-12-13;AT-7;367
2021-12-13;AT-8;261
2021-12-13;AT-9;557
2021-12-14;AT-1;95
2021-12-14;AT-2;227
2021-12-14;AT-3;714
2021-12-14;AT-4;801
2021-12-14;AT-5;264
2021-12-14;AT-6;564
2021-12-14;AT-7;368
2021-12-14;AT-8;321
2021-12-14;AT-9;759
2021-12-15;AT-1;55
2021-12-15;AT-2;251
2021-12-15;AT-3;443
2021-12-15;AT-4;514
2021-12-15;AT-5;171
2021-12-15;AT-6;332
2021-12-15;AT-7;467
2021-12-15;AT-8;241
2021-12-15;AT-9;446
2021-12-16;AT-1;53
2021-12-16;AT-2;128
2021-12-16;AT-3;438
2021-12-16;AT-4;490
2021-12-16;AT-5;141
2021-12-16;AT-6;332
2021-12-16;AT-7;340
2021-12-16;AT-8;204
2021-12-16;AT-9;564
2021-12-17;AT-1;51
2021-12-17;AT-2;170
2021-12-17;AT-3;408
2021-12-17;AT-4;335
2021-12-17;AT-5;155
2021-12-17;AT-6;284
2021-12-17;AT-7;326
2021-12-17;AT-8;218
2021-12-17;AT-9;395
2021-12-18;AT-1;19
2021-12-18;AT-2;145
2021-12-18;AT-3;354
2021-12-18;AT-4;338
2021-12-18;AT-5;119
2021-12-18;AT-6;231
2021-12-18;AT-7;244
2021-12-18;AT-8;146
2021-12-18;AT-9;386
2021-12-19;AT-1;46
2021-12-19;AT-2;130
2021-12-19;AT-3;305
2021-12-19;AT-4;329
2021-12-19;AT-5;96
2021-12-19;AT-6;263
2021-12-19;AT-7;282
2021-12-19;AT-8;151
2021-12-19;AT-9;277
2021-12-20;AT-1;75
2021-12-20;AT-2;124
2021-12-20;AT-3;293
2021-12-20;AT-4;196
2021-12-20;AT-5;122
2021-12-20;AT-6;236
2021-12-20;AT-7;296
2021-12-20;AT-8;205
2021-12-20;AT-9;393
2021-12-21;AT-1;80
2021-12-21;AT-2;168
2021-12-21;AT-3;462
2021-12-21;AT-4;399
2021-12-21;AT-5;182
2021-12-21;AT-6;310
2021-12-21;AT-7;347
2021-12-21;AT-8;188
2021-12-21;AT-9;661
2021-12-22;AT-1;48
2021-12-22;AT-2;194
2021-12-22;AT-3;325
2021-12-22;AT-4;288
2021-12-22;AT-5;151
2021-12-22;AT-6;297
2021-12-22;AT-7;318
2021-12-22;AT-8;174
2021-12-22;AT-9;360
2021-12-23;AT-1;56
2021-12-23;AT-2;124
2021-12-23;AT-3;373
2021-12-23;AT-4;279
2021-12-23;AT-5;148
2021-12-23;AT-6;228
2021-12-23;AT-7;261
2021-12-23;AT-8;146
2021-12-23;AT-9;643
2021-12-24;AT-1;67
2021-12-24;AT-2;91
2021-12-24;AT-3;340
2021-12-24;AT-4;245
2021-12-24;AT-5;131
2021-12-24;AT-6;245
2021-12-24;AT-7;286
2021-12-24;AT-8;110
2021-12-24;AT-9;588
2021-12-25;AT-1;33
2021-12-25;AT-2;92
2021-12-25;AT-3;275
2021-12-25;AT-4;214
2021-12-25;AT-5;108
2021-12-25;AT-6;181
2021-12-25;AT-7;228
2021-12-25;AT-8;108
2021-12-25;AT-9;383
2021-12-26;AT-1;23
2021-12-26;AT-2;123
2021-12-26;AT-3;314
2021-12-26;AT-4;192
2021-12-26;AT-5;86
2021-12-26;AT-6;195
2021-12-26;AT-7;264
2021-12-26;AT-8;109
2021-12-26;AT-9;426
2021-12-27;AT-1;93
2021-12-27;AT-2;123
2021-12-27;AT-3;350
2021-12-27;AT-4;353
2021-12-27;AT-5;160
2021-12-27;AT-6;231
2021-12-27;AT-7;385
2021-12-27;AT-8;170
2021-12-27;AT-9;725
2021-12-28;AT-1;74
2021-12-28;AT-2;215
2021-12-28;AT-3;553
2021-12-28;AT-4;407
2021-12-28;AT-5;229
2021-12-28;AT-6;339
2021-12-28;AT-7;467
2021-12-28;AT-8;167
2021-12-28;AT-9;878
2021-12-29;AT-1;93
2021-12-29;AT-2;156
2021-12-29;AT-3;446
2021-12-29;AT-4;395
2021-12-29;AT-5;272
2021-12-29;AT-6;315
2021-12-29;AT-7;427
2021-12-29;AT-8;151
2021-12-29;AT-9;913
2021-12-30;AT-1;70
2021-12-30;AT-2;161
2021-12-30;AT-3;611
2021-12-30;AT-4;487
2021-12-30;AT-5;371
2021-12-30;AT-6;268
2021-12-30;AT-7;565
2021-12-30;AT-8;177
2021-12-30;AT-9;1091
2021-12-31;AT-1;76
2021-12-31;AT-2;143
2021-12-31;AT-3;504
2021-12-31;AT-4;384
2021-12-31;AT-5;428
2021-12-31;AT-6;358
2021-12-31;AT-7;556
2021-12-31;AT-8;135
2021-12-31;AT-9;1099
2022-01-01;AT-1;50
2022-01-01;AT-2;67
2022-01-01;AT-3;403
2022-01-01;AT-4;355
2022-01-01;AT-5;443
2022-01-01;AT-6;203
2022-01-01;AT-7;621
2022-01-01;AT-8;136
2022-01-01;AT-9;722
2022-01-02;AT-1;80
2022-01-02;AT-2;114
2022-01-02;AT-3;538
2022-01-02;AT-4;340
2022-01-02;AT-5;375
2022-01-02;AT-6;235
2022-01-02;AT-7;682
2022-01-02;AT-8;191
2022-01-02;AT-9;914
2022-01-03;AT-1;139
2022-01-03;AT-2;156
2022-01-03;AT-3;821
2022-01-03;AT-4;733
2022-01-03;AT-5;643
2022-01-03;AT-6;395
2022-01-03;AT-7;1193
2022-01-03;AT-8;271
2022-01-03;AT-9;1631
2022-01-04;AT-1;145
2022-01-04;AT-2;438
2022-01-04;AT-3;1255
2022-01-04;AT-4;995
2022-01-04;AT-5;1523
2022-01-04;AT-6;712
2022-01-04;AT-7;1421
2022-01-04;AT-8;358
2022-01-04;AT-9;3198
2022-01-05;AT-1;151
2022-01-05;AT-2;454
2022-01-05;AT-3;1205
2022-01-05;AT-4;1154
2022-01-05;AT-5;1252
2022-01-05;AT-6;733
2022-01-05;AT-7;1292
2022-01-05;AT-8;357
2022-01-05;AT-9;2165
2022-01-06;AT-1;155
2022-01-06;AT-2;395
2022-01-06;AT-3;1219
2022-01-06;AT-4;1214
2022-01-06;AT-5;1275
2022-01-06;AT-6;617
2022-01-06;AT-7;1337
2022-01-06;AT-8;278
2022-01-06;AT-9;2374
2022-01-07;AT-1;123
2022-01-07;AT-2;242
2022-01-07;AT-3;1073
2022-01-07;AT-4;941
2022-01-07;AT-5;756
2022-01-07;AT-6;575
2022-01-07;AT-7;1005
2022-01-07;AT-8;299
2022-01-07;AT-9;2005
2022-01-08;AT-1;198
2022-01-08;AT-2;435
2022-01-08;AT-3;1379
2022-01-08;AT-4;1207
2022-01-08;AT-5;1344
2022-01-08;AT-6;897
2022-01-08;AT-7;1744
2022-01-08;AT-8;513
2022-01-08;AT-9;2966
2022-01-09;AT-1;97
2022-01-09;AT-2;376
2022-01-09;AT-3;1573
2022-01-09;AT-4;1463
2022-01-09;AT-5;1253
2022-01-09;AT-6;671
2022-01-09;AT-7;1701
2022-01-09;AT-8;378
2022-01-09;AT-9;3358
2022-01-10;AT-1;274
2022-01-10;AT-2;559
2022-01-10;AT-3;2106
2022-01-10;AT-4;1517
2022-01-10;AT-5;1121
2022-01-10;AT-6;919
2022-01-10;AT-7;1933
2022-01-10;AT-8;617
2022-01-10;AT-9;3538
2022-01-11;AT-1;327
2022-01-11;AT-2;718
2022-01-11;AT-3;2282
2022-01-11;AT-4;2091
2022-01-11;AT-5;1944
2022-01-11;AT-6;1481
2022-01-11;AT-7;1588
2022-01-11;AT-8;550
2022-01-11;AT-9;5496
2022-01-12;AT-1;308
2022-01-12;AT-2;564
2022-01-12;AT-3;2244
2022-01-12;AT-4;2202
2022-01-12;AT-5;2421
2022-01-12;AT-6;1623
2022-01-12;AT-7;2398
2022-01-12;AT-8;537
2022-01-12;AT-9;4459
2022-01-13;AT-1;364
2022-01-13;AT-2;677
2022-01-13;AT-3;2546
2022-01-13;AT-4;2090
2022-01-13;AT-5;1730
2022-01-13;AT-6;1381
2022-01-13;AT-7;2449
2022-01-13;AT-8;758
2022-01-13;AT-9;4908
2022-01-14;AT-1;367
2022-01-14;AT-2;612
2022-01-14;AT-3;2380
2022-01-14;AT-4;2804
2022-01-14;AT-5;1627
2022-01-14;AT-6;1427
2022-01-14;AT-7;2356
2022-01-14;AT-8;745
2022-01-14;AT-9;4678
2022-01-15;AT-1;301
2022-01-15;AT-2;602
2022-01-15;AT-3;2078
2022-01-15;AT-4;2223
2022-01-15;AT-5;1601
2022-01-15;AT-6;1115
2022-01-15;AT-7;2142
2022-01-15;AT-8;529
2022-01-15;AT-9;4224
2022-01-16;AT-1;274
2022-01-16;AT-2;693
2022-01-16;AT-3;2553
2022-01-16;AT-4;2405
2022-01-16;AT-5;1476
2022-01-16;AT-6;1174
2022-01-16;AT-7;2102
2022-01-16;AT-8;758
2022-01-16;AT-9;4652
2022-01-17;AT-1;321
2022-01-17;AT-2;832
2022-01-17;AT-3;3057
2022-01-17;AT-4;2806
2022-01-17;AT-5;1309
2022-01-17;AT-6;1399
2022-01-17;AT-7;2996
2022-01-17;AT-8;857
2022-01-17;AT-9;4704
2022-01-18;AT-1;735
2022-01-18;AT-2;1193
2022-01-18;AT-3;3747
2022-01-18;AT-4;3527
2022-01-18;AT-5;2753
2022-01-18;AT-6;2505
2022-01-18;AT-7;3582
2022-01-18;AT-8;1056
2022-01-18;AT-9;8984
2022-01-19;AT-1;549
