date;region;cases
2020-11-29;AT-8;91
2020-11-29;AT-9;394
2020-11-30;AT-1;149
2020-11-30;AT-2;203
2020-11-30;AT-3;543
2020-11-30;AT-4;618
2020-11-30;AT-5;286
2020-11-30;AT-6;401
2020-11-30;AT-7;431
2020-11-30;AT-8;64
2020-11-30;AT-9;679
2020-12-01;AT-1;124
2020-12-01;AT-2;355
2020-12-01;AT-3;628
2020-12-01;AT-4;677
2020-12-01;AT-5;459
2020-12-01;AT-6;620
2020-12-01;AT-7;297
2020-12-01;AT-8;172
2020-12-01;AT-9;605
2020-12-02;AT-1;102
2020-12-02;AT-2;319
2020-12-02;AT-3;480
2020-12-02;AT-4;687
2020-12-02;AT-5;296
2020-12-02;AT-6;594
2020-12-02;AT-7;362
2020-12-02;AT-8;148
2020-12-02;AT-9;579
2020-12-03;AT-1;74
2020-12-03;AT-2;355
2020-12-03;AT-3;597
2020-12-03;AT-4;678
2020-12-03;AT-5;334
2020-12-03;AT-6;603
2020-12-03;AT-7;323
2020-12-03;AT-8;119
2020-12-03;AT-9;571
2020-12-04;AT-1;83
2020-12-04;AT-2;240
2020-12-04;AT-3;617
2020-12-04;AT-4;711
2020-12-04;AT-5;243
2020-12-04;AT-6;717
2020-12-04;AT-7;302
2020-12-04;AT-8;183
2020-12-04;AT-9;496
2020-12-05;AT-1;49
2020-12-05;AT-2;200
2020-12-05;AT-3;529
2020-12-05;AT-4;478
2020-12-05;AT-5;129
2020-12-05;AT-6;406
2020-12-05;AT-7;434
2020-12-05;AT-8;244
2020-12-05;AT-9;397
2020-12-06;AT-1;50
2020-12-06;AT-2;140
2020-12-06;AT-3;405
2020-12-06;AT-4;299
2020-12-06;AT-5;120
2020-12-06;AT-6;201
2020-12-06;AT-7;261
2020-12-06;AT-8;185
2020-12-06;AT-9;405
2020-12-07;AT-1;76
2020-12-07;AT-2;251
2020-12-07;AT-3;375
2020-12-07;AT-4;424
2020-12-07;AT-5;236
2020-12-07;AT-6;350
2020-12-07;AT-7;185
2020-12-07;AT-8;133
2020-12-07;AT-9;480
2020-12-08;AT-1;51
2020-12-08;AT-2;202
2020-12-08;AT-3;532
2020-12-08;AT-4;506
2020-12-08;AT-5;186
2020-12-08;AT-6;338
2020-12-08;AT-7;224
2020-12-08;AT-8;79
2020-12-08;AT-9;513
2020-12-09;AT-1;48
2020-12-09;AT-2;202
2020-12-09;AT-3;278
2020-12-09;AT-4;481
2020-12-09;AT-5;279
2020-12-09;AT-6;290
2020-12-09;AT-7;237
2020-12-09;AT-8;127
2020-12-09;AT-9;538
2020-12-10;AT-1;87
2020-12-10;AT-2;249
2020-12-10;AT-3;598
2020-12-10;AT-4;600
2020-12-10;AT-5;220
2020-12-10;AT-6;453
2020-12-10;AT-7;200
2020-12-10;AT-8;151
2020-12-10;AT-9;531
2020-12-11;AT-1;25
2020-12-11;AT-2;224
2020-12-11;AT-3;392
2020-12-11;AT-4;663
2020-12-11;AT-5;273
2020-12-11;AT-6;527
2020-12-11;AT-7;174
2020-12-11;AT-8;105
2020-12-11;AT-9;451
2020-12-12;AT-1;85
2020-12-12;AT-2;226
2020-12-12;AT-3;434
2020-12-12;AT-4;650
2020-12-12;AT-5;190
2020-12-12;AT-6;275
2020-12-12;AT-7;228
2020-12-12;AT-8;148
2020-12-12;AT-9;402
2020-12-13;AT-1;51
2020-12-13;AT-2;223
2020-12-13;AT-3;445
2020-12-13;AT-4;524
2020-12-13;AT-5;244
2020-12-13;AT-6;455
2020-12-13;AT-7;161
2020-12-13;AT-8;102
2020-12-13;AT-9;300
2020-12-14;AT-1;51
2020-12-14;AT-2;319
2020-12-14;AT-3;518
2020-12-14;AT-4;521
2020-12-14;AT-5;401
2020-12-14;AT-6;288
2020-12-14;AT-7;224
2020-12-14;AT-8;55
2020-12-14;AT-9;364
2020-12-15;AT-1;65
2020-12-15;AT-2;233
2020-12-15;AT-3;395
2020-12-15;AT-4;543
2020-12-15;AT-5;226
2020-12-15;AT-6;478
2020-12-15;AT-7;203
2020-12-15;AT-8;131
2020-12-15;AT-9;484
2020-12-16;AT-1;18
2020-12-16;AT-2;196
2020-12-16;AT-3;448
2020-12-16;AT-4;492
2020-12-16;AT-5;190
2020-12-16;AT-6;367
2020-12-16;AT-7;189
2020-12-16;AT-8;116
2020-12-16;AT-9;373
2020-12-17;AT-1;83
2020-12-17;AT-2;172
2020-12-17;AT-3;333
2020-12-17;AT-4;301
2020-12-17;AT-5;135
2020-12-17;AT-6;275
2020-12-17;AT-7;166
2020-12-17;AT-8;122
2020-12-17;AT-9;362
2020-12-18;AT-1;45
2020-12-18;AT-2;131
2020-12-18;AT-3;307
2020-12-18;AT-4;416
2020-12-18;AT-5;198
2020-12-18;AT-6;386
2020-12-18;AT-7;176
2020-12-18;AT-8;101
2020-12-18;AT-9;390
2020-12-19;AT-1;68
2020-12-19;AT-2;136
2020-12-19;AT-3;324
2020-12-19;AT-4;215
2020-12-19;AT-5;114
2020-12-19;AT-6;185
2020-12-19;AT-7;131
2020-12-19;AT-8;121
2020-12-19;AT-9;210
2020-12-20;AT-1;32
2020-12-20;AT-2;129
2020-12-20;AT-3;251
2020-12-20;AT-4;268
2020-12-20;AT-5;83
2020-12-20;AT-6;166
2020-12-20;AT-7;132
2020-12-20;AT-8;78
2020-12-20;AT-9;214
2020-12-21;AT-1;55
2020-12-21;AT-2;199
2020-12-21;AT-3;278
2020-12-21;AT-4;386
2020-12-21;AT-5;236
2020-12-21;AT-6;275
2020-12-21;AT-7;223
2020-12-21;AT-8;61
2020-12-21;AT-9;383
2020-12-22;AT-1;56
2020-12-22;AT-2;230
2020-12-22;AT-3;522
2020-12-22;AT-4;419
2020-12-22;AT-5;232
2020-12-22;AT-6;371
2020-12-22;AT-7;218
2020-12-22;AT-8;101
2020-12-22;AT-9;392
2020-12-23;AT-1;45
2020-12-23;AT-2;275
2020-12-23;AT-3;438
2020-12-23;AT-4;528
2020-12-23;AT-5;281
2020-12-23;AT-6;448
2020-12-23;AT-7;199
2020-12-23;AT-8;215
2020-12-23;AT-9;414
2020-12-24;AT-1;52
2020-12-24;AT-2;178
2020-12-24;AT-3;309
2020-12-24;AT-4;358
2020-12-24;AT-5;148
2020-12-24;AT-6;275
2020-12-24;AT-7;138
2020-12-24;AT-8;50
2020-12-24;AT-9;293
2020-12-25;AT-1;27
2020-12-25;AT-2;100
2020-12-25;AT-3;197
2020-12-25;AT-4;253
2020-12-25;AT-5;171
2020-12-25;AT-6;88
2020-12-25;AT-7;134
2020-12-25;AT-8;76
2020-12-25;AT-9;237
2020-12-26;AT-1;38
2020-12-26;AT-2;92
2020-12-26;AT-3;258
2020-12-26;AT-4;194
2020-12-26;AT-5;142
2020-12-26;AT-6;126
2020-12-26;AT-7;69
2020-12-26;AT-8;28
2020-12-26;AT-9;210
2020-12-27;AT-1;51
2020-12-27;AT-2;95
2020-12-27;AT-3;264
2020-12-27;AT-4;337
2020-12-27;AT-5;207
2020-12-27;AT-6;175
2020-12-27;AT-7;192
2020-12-27;AT-8;99
2020-12-27;AT-9;276
2020-12-28;AT-1;42
2020-12-28;AT-2;169
2020-12-28;AT-3;299
2020-12-28;AT-4;382
2020-12-28;AT-5;272
2020-12-28;AT-6;282
2020-12-28;AT-7;196
2020-12-28;AT-8;82
2020-12-28;AT-9;383
2020-12-29;AT-1;81
2020-12-29;AT-2;212
2020-12-29;AT-3;538
2020-12-29;AT-4;458
2020-12-29;AT-5;336
2020-12-29;AT-6;437
2020-12-29;AT-7;248
2020-12-29;AT-8;218
2020-12-29;AT-9;437
2020-12-30;AT-1;75
2020-12-30;AT-2;238
2020-12-30;AT-3;448
2020-12-30;AT-4;494
2020-12-30;AT-5;359
2020-12-30;AT-6;401
2020-12-30;AT-7;143
2020-12-30;AT-8;157
2020-12-30;AT-9;386
2020-12-31;AT-1;54
2020-12-31;AT-2;166
2020-12-31;AT-3;331
2020-12-31;AT-4;302
2020-12-31;AT-5;322
2020-12-31;AT-6;242
2020-12-31;AT-7;179
2020-12-31;AT-8;81
2020-12-31;AT-9;324
2021-01-01;AT-1;53
2021-01-01;AT-2;127
2021-01-01;AT-3;302
2021-01-01;AT-4;247
2021-01-01;AT-5;158
2021-01-01;AT-6;123
2021-01-01;AT-7;220
2021-01-01;AT-8;88
2021-01-01;AT-9;267
2021-01-02;AT-1;55
2021-01-02;AT-2;162
2021-01-02;AT-3;279
2021-01-02;AT-4;231
2021-01-02;AT-5;279
2021-01-02;AT-6;215
2021-01-02;AT-7;180
2021-01-02;AT-8;24
2021-01-02;AT-9;207
2021-01-03;AT-1;64
2021-01-03;AT-2;133
2021-01-03;AT-3;364
2021-01-03;AT-4;382
2021-01-03;AT-5;207
2021-01-03;AT-6;228
2021-01-03;AT-7;128
2021-01-03;AT-8;150
2021-01-03;AT-9;229
2021-01-04;AT-1;75
2021-01-04;AT-2;230
2021-01-04;AT-3;365
2021-01-04;AT-4;366
2021-01-04;AT-5;240
2021-01-04;AT-6;320
2021-01-04;AT-7;193
2021-01-04;AT-8;109
2021-01-04;AT-9;387
2021-01-05;AT-1;92
2021-01-05;AT-2;285
2021-01-05;AT-3;458
2021-01-05;AT-4;518
2021-01-05;AT-5;437
2021-01-05;AT-6;414
2021-01-05;AT-7;176
2021-01-05;AT-8;98
2021-01-05;AT-9;472
2021-01-06;AT-1;51
2021-01-06;AT-2;173
2021-01-06;AT-3;390
2021-01-06;AT-4;309
2021-01-06;AT-5;209
2021-01-06;AT-6;276
2021-01-06;AT-7;223
2021-01-06;AT-8;148
2021-01-06;AT-9;303
2021-01-07;AT-1;65
2021-01-07;AT-2;175
2021-01-07;AT-3;301
2021-01-07;AT-4;298
2021-01-07;AT-5;274
2021-01-07;AT-6;258
2021-01-07;AT-7;151
2021-01-07;AT-8;84
2021-01-07;AT-9;380
2021-01-08;AT-1;43
2021-01-08;AT-2;212
2021-01-08;AT-3;470
2021-01-08;AT-4;459
2021-01-08;AT-5;221
2021-01-08;AT-6;274
2021-01-08;AT-7;184
2021-01-08;AT-8;83
2021-01-08;AT-9;338
2021-01-09;AT-1;50
2021-01-09;AT-2;118
2021-01-09;AT-3;268
2021-01-09;AT-4;231
2021-01-09;AT-5;184
2021-01-09;AT-6;183
2021-01-09;AT-7;124
2021-01-09;AT-8;87
2021-01-09;AT-9;297
2021-01-10;AT-1;31
2021-01-10;AT-2;120
2021-01-10;AT-3;275
2021-01-10;AT-4;175
2021-01-10;AT-5;145
2021-01-10;AT-6;235
2021-01-10;AT-7;85
2021-01-10;AT-8;59
2021-01-10;AT-9;260
2021-01-11;AT-1;56
2021-01-11;AT-2;127
2021-01-11;AT-3;287
2021-01-11;AT-4;253
2021-01-11;AT-5;244
2021-01-11;AT-6;218
2021-01-11;AT-7;93
2021-01-11;AT-8;46
2021-01-11;AT-9;362
2021-01-12;AT-1;40
2021-01-12;AT-2;174
2021-01-12;AT-3;412
2021-01-12;AT-4;328
2021-01-12;AT-5;239
2021-01-12;AT-6;327
2021-01-12;AT-7;155
2021-01-12;AT-8;59
2021-01-12;AT-9;403
2021-01-13;AT-1;60
2021-01-13;AT-2;138
2021-01-13;AT-3;262
2021-01-13;AT-4;263
2021-01-13;AT-5;224
2021-01-13;AT-6;207
2021-01-13;AT-7;114
2021-01-13;AT-8;101
2021-01-13;AT-9;277
2021-01-14;AT-1;37
2021-01-14;AT-2;123
2021-01-14;AT-3;275
2021-01-14;AT-4;251
2021-01-14;AT-5;141
2021-01-14;AT-6;167
2021-01-14;AT-7;103
2021-01-14;AT-8;81
2021-01-14;AT-9;353
2021-01-15;AT-1;42
2021-01-15;AT-2;115
2021-01-15;AT-3;276
2021-01-15;AT-4;262
2021-01-15;AT-5;182
2021-01-15;AT-6;198
2021-01-15;AT-7;97
2021-01-15;AT-8;91
2021-01-15;AT-9;280
2021-01-16;AT-1;44
2021-01-16;AT-2;104
2021-01-16;AT-3;237
2021-01-16;AT-4;156
2021-01-16;AT-5;180
2021-01-16;AT-6;158
2021-01-16;AT-7;151
2021-01-16;AT-8;57
2021-01-16;AT-9;230
2021-01-17;AT-1;50
2021-01-17;AT-2;80
2021-01-17;AT-3;276
2021-01-17;AT-4;135
2021-01-17;AT-5;92
2021-01-17;AT-6;102
2021-01-17;AT-7;81
2021-01-17;AT-8;67
2021-01-17;AT-9;125
2021-01-18;AT-1;43
2021-01-18;AT-2;114
2021-01-18;AT-3;407
2021-01-18;AT-4;208
2021-01-18;AT-5;154
2021-01-18;AT-6;186
2021-01-18;AT-7;121
2021-01-18;AT-8;78
2021-01-18;AT-9;303
2021-01-19;AT-1;35
2021-01-19;AT-2;100
2021-01-19;AT-3;317
2021-01-19;AT-4;290
2021-01-19;AT-5;219
2021-01-19;AT-6;228
2021-01-19;AT-7;131
2021-01-19;AT-8;70
2021-01-19;AT-9;256
2021-01-20;AT-1;55
2021-01-20;AT-2;185
2021-01-20;AT-3;252
2021-01-20;AT-4;242
2021-01-20;AT-5;232
2021-01-20;AT-6;202
2021-01-20;AT-7;117
2021-01-20;AT-8;114
2021-01-20;AT-9;334
2021-01-21;AT-1;43
2021-01-21;AT-2;129
2021-01-21;AT-3;261
2021-01-21;AT-4;254
2021-01-21;AT-5;158
2021-01-21;AT-6;218
2021-01-21;AT-7;138
2021-01-21;AT-8;264
2021-01-21;AT-9;312
2021-01-22;AT-1;18
2021-01-22;AT-2;129
2021-01-22;AT-3;225
2021-01-22;AT-4;241
2021-01-22;AT-5;191
2021-01-22;AT-6;234
2021-01-22;AT-7;92
2021-01-22;AT-8;88
2021-01-22;AT-9;215
2021-01-23;AT-1;74
2021-01-23;AT-2;106
2021-01-23;AT-3;231
2021-01-23;AT-4;135
2021-01-23;AT-5;146
2021-01-23;AT-6;151
2021-01-23;AT-7;124
2021-01-23;AT-8;45
2021-01-23;AT-9;244
2021-01-24;AT-1;38
2021-01-24;AT-2;88
2021-01-24;AT-3;166
2021-01-24;AT-4;134
2021-01-24;AT-5;84
2021-01-24;AT-6;106
2021-01-24;AT-7;112
2021-01-24;AT-8;63
2021-01-24;AT-9;147
2021-01-25;AT-1;42
2021-01-25;AT-2;113
2021-01-25;AT-3;251
2021-01-25;AT-4;168
2021-01-25;AT-5;164
2021-01-25;AT-6;224
2021-01-25;AT-7;149
2021-01-25;AT-8;49
2021-01-25;AT-9;250
2021-01-26;AT-1;50
2021-01-26;AT-2;116
2021-01-26;AT-3;308
2021-01-26;AT-4;189
2021-01-26;AT-5;150
2021-01-26;AT-6;249
2021-01-26;AT-7;138
2021-01-26;AT-8;60
2021-01-26;AT-9;306
2021-01-27;AT-1;31
2021-01-27;AT-2;84
2021-01-27;AT-3;263
2021-01-27;AT-4;241
2021-01-27;AT-5;160
2021-01-27;AT-6;200
2021-01-27;AT-7;150
2021-01-27;AT-8;66
2021-01-27;AT-9;265
2021-01-28;AT-1;35
2021-01-28;AT-2;123
2021-01-28;AT-3;252
2021-01-28;AT-4;229
2021-01-28;AT-5;118
2021-01-28;AT-6;205
2021-01-28;AT-7;90
2021-01-28;AT-8;69
2021-01-28;AT-9;285
2021-01-29;AT-1;40
2021-01-29;AT-2;97
2021-01-29;AT-3;250
2021-01-29;AT-4;224
2021-01-29;AT-5;154
2021-01-29;AT-6;264
2021-01-29;AT-7;112
2021-01-29;AT-8;63
2021-01-29;AT-9;272
2021-01-30;AT-1;9
2021-01-30;AT-2;95
2021-01-30;AT-3;198
2021-01-30;AT-4;118
2021-01-30;AT-5;103
2021-01-30;AT-6;176
2021-01-30;AT-7;86
2021-01-30;AT-8;54
2021-01-30;AT-9;250
2021-01-31;AT-1;62
2021-01-31;AT-2;71
2021-01-31;AT-3;185
2021-01-31;AT-4;159
2021-01-31;AT-5;133
2021-01-31;AT-6;94
2021-01-31;AT-7;158
2021-01-31;AT-8;46
2021-01-31;AT-9;222
2021-02-01;AT-1;42
2021-02-01;AT-2;102
2021-02-01;AT-3;227
2021-02-01;AT-4;134
2021-02-01;AT-5;105
2021-02-01;AT-6;207
2021-02-01;AT-7;118
2021-02-01;AT-8;44
2021-02-01;AT-9;231
2021-02-02;AT-1;40
2021-02-02;AT-2;125
2021-02-02;AT-3;308
2021-02-02;AT-4;202
2021-02-02;AT-5;235
2021-02-02;AT-6;251
2021-02-02;AT-7;134
2021-02-02;AT-8;67
2021-02-02;AT-9;266
2021-02-03;AT-1;44
2021-02-03;AT-2;122
2021-02-03;AT-3;273
2021-02-03;AT-4;201
2021-02-03;AT-5;112
2021-02-03;AT-6;280
2021-02-03;AT-7;127
2021-02-03;AT-8;64
2021-02-03;AT-9;284
2021-02-04;AT-1;61
2021-02-04;AT-2;82
2021-02-04;AT-3;266
2021-02-04;AT-4;172
2021-02-04;AT-5;103
2021-02-04;AT-6;211
2021-02-04;AT-7;92
2021-02-04;AT-8;60
2021-02-04;AT-9;213
2021-02-05;AT-1;38
2021-02-05;AT-2;105
2021-02-05;AT-3;301
2021-02-05;AT-4;256
2021-02-05;AT-5;106
2021-02-05;AT-6;171
2021-02-05;AT-7;96
2021-02-05;AT-8;52
2021-02-05;AT-9;232
2021-02-06;AT-1;45
2021-02-06;AT-2;102
2021-02-06;AT-3;253
2021-02-06;AT-4;107
2021-02-06;AT-5;70
2021-02-06;AT-6;124
2021-02-06;AT-7;86
2021-02-06;AT-8;41
2021-02-06;AT-9;317
2021-02-07;AT-1;12
2021-02-07;AT-2;70
2021-02-07;AT-3;215
2021-02-07;AT-4;172
2021-02-07;AT-5;96
2021-02-07;AT-6;164
2021-02-07;AT-7;69
2021-02-07;AT-8;40
2021-02-07;AT-9;155
2021-02-08;AT-1;64
2021-02-08;AT-2;80
2021-02-08;AT-3;265
2021-02-08;AT-4;147
2021-02-08;AT-5;75
2021-02-08;AT-6;228
2021-02-08;AT-7;81
2021-02-08;AT-8;51
2021-02-08;AT-9;230
2021-02-09;AT-1;36
2021-02-09;AT-2;117
2021-02-09;AT-3;287
2021-02-09;AT-4;213
2021-02-09;AT-5;141
2021-02-09;AT-6;268
2021-02-09;AT-7;106
2021-02-09;AT-8;63
2021-02-09;AT-9;223
2021-02-10;AT-1;37
2021-02-10;AT-2;104
2021-02-10;AT-3;415
2021-02-10;AT-4;190
2021-02-10;AT-5;119
2021-02-10;AT-6;258
2021-02-10;AT-7;106
2021-02-10;AT-8;36
2021-02-10;AT-9;387
2021-02-11;AT-1;57
2021-02-11;AT-2;126
2021-02-11;AT-3;301
2021-02-11;AT-4;186
2021-02-11;AT-5;119
2021-02-11;AT-6;172
2021-02-11;AT-7;93
2021-02-11;AT-8;35
2021-02-11;AT-9;462
2021-02-12;AT-1;43
2021-02-12;AT-2;115
2021-02-12;AT-3;256
2021-02-12;AT-4;214
2021-02-12;AT-5;75
2021-02-12;AT-6;182
2021-02-12;AT-7;52
2021-02-12;AT-8;42
2021-02-12;AT-9;278
2021-02-13;AT-1;44
2021-02-13;AT-2;96
2021-02-13;AT-3;221
2021-02-13;AT-4;135
2021-02-13;AT-5;106
2021-02-13;AT-6;211
2021-02-13;AT-7;56
2021-02-13;AT-8;61
2021-02-13;AT-9;231
2021-02-14;AT-1;40
2021-02-14;AT-2;66
2021-02-14;AT-3;216
2021-02-14;AT-4;190
2021-02-14;AT-5;35
2021-02-14;AT-6;202
2021-02-14;AT-7;128
2021-02-14;AT-8;46
2021-02-14;AT-9;243
2021-02-15;AT-1;42
2021-02-15;AT-2;122
2021-02-15;AT-3;338
2021-02-15;AT-4;181
2021-02-15;AT-5;102
2021-02-15;AT-6;269
2021-02-15;AT-7;75
2021-02-15;AT-8;6
2021-02-15;AT-9;348
2021-02-16;AT-1;68
2021-02-16;AT-2;138
2021-02-16;AT-3;316
2021-02-16;AT-4;241
2021-02-16;AT-5;116
2021-02-16;AT-6;213
2021-02-16;AT-7;108
2021-02-16;AT-8;52
2021-02-16;AT-9;388
2021-02-17;AT-1;67
2021-02-17;AT-2;137
2021-02-17;AT-3;354
2021-02-17;AT-4;284
2021-02-17;AT-5;143
2021-02-17;AT-6;320
2021-02-17;AT-7;122
2021-02-17;AT-8;42
2021-02-17;AT-9;413
2021-02-18;AT-1;67
2021-02-18;AT-2;137
2021-02-18;AT-3;378
2021-02-18;AT-4;269
2021-02-18;AT-5;113
2021-02-18;AT-6;289
2021-02-18;AT-7;88
2021-02-18;AT-8;24
2021-02-18;AT-9;324
2021-02-19;AT-1;67
2021-02-19;AT-2;109
2021-02-19;AT-3;574
2021-02-19;AT-4;287
2021-02-19;AT-5;92
2021-02-19;AT-6;356
2021-02-19;AT-7;90
2021-02-19;AT-8;41
2021-02-19;AT-9;468
2021-02-20;AT-1;65
2021-02-20;AT-2;97
2021-02-20;AT-3;441
2021-02-20;AT-4;218
2021-02-20;AT-5;123
2021-02-20;AT-6;181
2021-02-20;AT-7;93
2021-02-20;AT-8;31
2021-02-20;AT-9;393
2021-02-21;AT-1;38
2021-02-21;AT-2;52
2021-02-21;AT-3;269
2021-02-21;AT-4;232
2021-02-21;AT-5;81
2021-02-21;AT-6;223
2021-02-21;AT-7;52
2021-02-21;AT-8;24
2021-02-21;AT-9;245
2021-02-22;AT-1;101
2021-02-22;AT-2;132
2021-02-22;AT-3;482
2021-02-22;AT-4;181
2021-02-22;AT-5;93
2021-02-22;AT-6;267
2021-02-22;AT-7;164
2021-02-22;AT-8;33
2021-02-22;AT-9;426
2021-02-23;AT-1;71
2021-02-23;AT-2;163
2021-02-23;AT-3;349
2021-02-23;AT-4;315
2021-02-23;AT-5;172
2021-02-23;AT-6;167
2021-02-23;AT-7;122
2021-02-23;AT-8;46
2021-02-23;AT-9;545
2021-02-24;AT-1;57
2021-02-24;AT-2;169
2021-02-24;AT-3;523
2021-02-24;AT-4;312
2021-02-24;AT-5;161
2021-02-24;AT-6;480
2021-02-24;AT-7;132
2021-02-24;AT-8;41
2021-02-24;AT-9;561
2021-02-25;AT-1;84
2021-02-25;AT-2;187
2021-02-25;AT-3;423
2021-02-25;AT-4;355
2021-02-25;AT-5;132
2021-02-25;AT-6;95
2021-02-25;AT-7;118
2021-02-25;AT-8;52
2021-02-25;AT-9;427
2021-02-26;AT-1;82
2021-02-26;AT-2;160
2021-02-26;AT-3;494
2021-02-26;AT-4;328
2021-02-26;AT-5;194
2021-02-26;AT-6;345
2021-02-26;AT-7;63
2021-02-26;AT-8;41
2021-02-26;AT-9;778
2021-02-27;AT-1;24
2021-02-27;AT-2;97
2021-02-27;AT-3;718
2021-02-27;AT-4;229
2021-02-27;AT-5;145
2021-02-27;AT-6;419
2021-02-27;AT-7;96
2021-02-27;AT-8;44
2021-02-27;AT-9;436
2021-02-28;AT-1;102
2021-02-28;AT-2;49
2021-02-28;AT-3;333
2021-02-28;AT-4;200
2021-02-28;AT-5;93
2021-02-28;AT-6;156
2021-02-28;AT-7;149
2021-02-28;AT-8;31
2021-02-28;AT-9;283
2021-03-01;AT-1;74
2021-03-01;AT-2;182
2021-03-01;AT-3;496
2021-03-01;AT-4;248
2021-03-01;AT-5;213
2021-03-01;AT-6;269
2021-03-01;AT-7;155
2021-03-01;AT-8;40
2021-03-01;AT-9;492
2021-03-02;AT-1;89
2021-03-02;AT-2;191
2021-03-02;AT-3;532
2021-03-02;AT-4;331
2021-03-02;AT-5;163
2021-03-02;AT-6;318
2021-03-02;AT-7;184
2021-03-02;AT-8;46
2021-03-02;AT-9;585
2021-03-03;AT-1;99
2021-03-03;AT-2;165
2021-03-03;AT-3;461
2021-03-03;AT-4;372
2021-03-03;AT-5;223
2021-03-03;AT-6;261
2021-03-03;AT-7;136
2021-03-03;AT-8;48
2021-03-03;AT-9;618
2021-03-04;AT-1;113
2021-03-04;AT-2;171
2021-03-04;AT-3;409
2021-03-04;AT-4;408
2021-03-04;AT-5;221
2021-03-04;AT-6;138
2021-03-04;AT-7;141
2021-03-04;AT-8;68
2021-03-04;AT-9;673
2021-03-05;AT-1;78
2021-03-05;AT-2;148
2021-03-05;AT-3;814
2021-03-05;AT-4;358
2021-03-05;AT-5;210
2021-03-05;AT-6;549
2021-03-05;AT-7;97
2021-03-05;AT-8;42
2021-03-05;AT-9;446
2021-03-06;AT-1;45
2021-03-06;AT-2;101
2021-03-06;AT-3;538
2021-03-06;AT-4;335
2021-03-06;AT-5;135
2021-03-06;AT-6;233
2021-03-06;AT-7;105
2021-03-06;AT-8;34
2021-03-06;AT-9;711
2021-03-07;AT-1;131
2021-03-07;AT-2;46
2021-03-07;AT-3;374
2021-03-07;AT-4;273
2021-03-07;AT-5;123
2021-03-07;AT-6;291
2021-03-07;AT-7;99
2021-03-07;AT-8;25
2021-03-07;AT-9;582
2021-03-08;AT-1;91
2021-03-08;AT-2;202
2021-03-08;AT-3;540
2021-03-08;AT-4;326
2021-03-08;AT-5;168
2021-03-08;AT-6;362
2021-03-08;AT-7;148
2021-03-08;AT-8;36
2021-03-08;AT-9;629
2021-03-09;AT-1;131
2021-03-09;AT-2;164
2021-03-09;AT-3;445
2021-03-09;AT-4;474
2021-03-09;AT-5;232
2021-03-09;AT-6;218
2021-03-09;AT-7;131
2021-03-09;AT-8;60
2021-03-09;AT-9;540
2021-03-10;AT-1;124
2021-03-10;AT-2;172
2021-03-10;AT-3;565
2021-03-10;AT-4;420
2021-03-10;AT-5;239
2021-03-10;AT-6;320
2021-03-10;AT-7;176
2021-03-10;AT-8;32
2021-03-10;AT-9;808
2021-03-11;AT-1;138
2021-03-11;AT-2;199
2021-03-11;AT-3;577
2021-03-11;AT-4;464
2021-03-11;AT-5;204
2021-03-11;AT-6;323
2021-03-11;AT-7;193
2021-03-11;AT-8;46
2021-03-11;AT-9;896
2021-03-12;AT-1;62
2021-03-12;AT-2;199
2021-03-12;AT-3;841
2021-03-12;AT-4;433
2021-03-12;AT-5;237
2021-03-12;AT-6;485
2021-03-12;AT-7;78
2021-03-12;AT-8;37
2021-03-12;AT-9;634
2021-03-13;AT-1;80
2021-03-13;AT-2;135
2021-03-13;AT-3;647
2021-03-13;AT-4;388
2021-03-13;AT-5;167
2021-03-13;AT-6;331
2021-03-13;AT-7;209
2021-03-13;AT-8;28
2021-03-13;AT-9;538
2021-03-14;AT-1;108
2021-03-14;AT-2;92
2021-03-14;AT-3;229
2021-03-14;AT-4;280
2021-03-14;AT-5;181
2021-03-14;AT-6;224
2021-03-14;AT-7;227
2021-03-14;AT-8;30
2021-03-14;AT-9;535
2021-03-15;AT-1;85
2021-03-15;AT-2;98
2021-03-15;AT-3;658
2021-03-15;AT-4;389
2021-03-15;AT-5;203
2021-03-15;AT-6;262
2021-03-15;AT-7;192
2021-03-15;AT-8;24
2021-03-15;AT-9;836
2021-03-16;AT-1;105
2021-03-16;AT-2;114
2021-03-16;AT-3;463
2021-03-16;AT-4;496
2021-03-16;AT-5;292
2021-03-16;AT-6;152
2021-03-16;AT-7;269
2021-03-16;AT-8;33
2021-03-16;AT-9;928
2021-03-17;AT-1;115
2021-03-17;AT-2;181
2021-03-17;AT-3;709
2021-03-17;AT-4;461
2021-03-17;AT-5;274
2021-03-17;AT-6;558
2021-03-17;AT-7;193
2021-03-17;AT-8;49
2021-03-17;AT-9;969
2021-03-18;AT-1;116
2021-03-18;AT-2;180
2021-03-18;AT-3;670
2021-03-18;AT-4;545
2021-03-18;AT-5;220
2021-03-18;AT-6;348
2021-03-18;AT-7;218
2021-03-18;AT-8;38
2021-03-18;AT-9;874
2021-03-19;AT-1;133
2021-03-19;AT-2;200
2021-03-19;AT-3;1024
2021-03-19;AT-4;403
2021-03-19;AT-5;283
2021-03-19;AT-6;470
2021-03-19;AT-7;290
2021-03-19;AT-8;45
2021-03-19;AT-9;786
2021-03-20;AT-1;58
2021-03-20;AT-2;130
2021-03-20;AT-3;581
2021-03-20;AT-4;481
2021-03-20;AT-5;163
2021-03-20;AT-6;321
2021-03-20;AT-7;172
