date;region;shotNo;doses
2021-12-20;AT-1;4;4
2021-12-20;AT-2;1;372
2021-12-20;AT-2;2;913
2021-12-20;AT-2;3;2569
2021-12-20;AT-2;4;7
2021-12-20;AT-3;1;1866
2021-12-20;AT-3;2;3280
2021-12-20;AT-3;3;10885
2021-12-20;AT-3;4;23
2021-12-20;AT-4;1;1400
2021-12-20;AT-4;2;2893
2021-12-20;AT-4;3;6634
2021-12-20;AT-4;4;24
2021-12-20;AT-5;1;690
2021-12-20;AT-5;2;1215
2021-12-20;AT-5;3;2938
2021-12-20;AT-5;4;7
2021-12-20;AT-6;1;1035
2021-12-20;AT-6;2;1978
2021-12-20;AT-6;3;9478
2021-12-20;AT-6;4;7
2021-12-20;AT-7;1;490
2021-12-20;AT-7;2;1176
2021-12-20;AT-7;3;3039
2021-12-20;AT-7;4;4
2021-12-20;AT-8;1;383
2021-12-20;AT-8;2;769
2021-12-20;AT-8;3;5649
2021-12-20;AT-8;4;2
2021-12-20;AT-9;1;1854
2021-12-20;AT-9;2;5113
2021-12-20;AT-9;3;13162
2021-12-20;AT-9;4;39
2021-12-21;AT-1;1;660
2021-12-21;AT-1;2;1031
2021-12-21;AT-1;3;2064
2021-12-21;AT-1;4;5
2021-12-21;AT-2;1;566
2021-12-21;AT-2;2;1213
2021-12-21;AT-2;3;3417
2021-12-21;AT-2;4;6
2021-12-21;AT-3;1;1560
2021-12-21;AT-3;2;3443
2021-12-21;AT-3;3;9709
2021-12-21;AT-3;4;30
2021-12-21;AT-4;1;1743
2021-12-21;AT-4;2;3746
2021-12-21;AT-4;3;9403
2021-12-21;AT-4;4;23
2021-12-21;AT-5;1;920
2021-12-21;AT-5;2;1546
2021-12-21;AT-5;3;3225
2021-12-21;AT-5;4;13
2021-12-21;AT-6;1;1264
2021-12-21;AT-6;2;2211
2021-12-21;AT-6;3;8936
2021-12-21;AT-6;4;14
2021-12-21;AT-7;1;800
2021-12-21;AT-7;2;1806
2021-12-21;AT-7;3;4112
2021-12-21;AT-7;4;10
2021-12-21;AT-8;1;295
2021-12-21;AT-8;2;582
2021-12-21;AT-8;3;2958
2021-12-21;AT-8;4;2
2021-12-21;AT-9;1;1604
2021-12-21;AT-9;2;5010
2021-12-21;AT-9;3;10605
2021-12-21;AT-9;4;42
2021-12-22;AT-1;1;178
2021-12-22;AT-1;2;494
2021-12-22;AT-1;3;1949
2021-12-22;AT-1;4;6
2021-12-22;AT-2;1;498
2021-12-22;AT-2;2;1192
2021-12-22;AT-2;3;2504
2021-12-22;AT-2;4;5
2021-12-22;AT-3;1;1402
2021-12-22;AT-3;2;3199
2021-12-22;AT-3;3;10033
2021-12-22;AT-3;4;53
2021-12-22;AT-4;1;1491
2021-12-22;AT-4;2;3210
2021-12-22;AT-4;3;7822
2021-12-22;AT-4;4;24
2021-12-22;AT-5;1;575
2021-12-22;AT-5;2;1311
2021-12-22;AT-5;3;2728
2021-12-22;AT-5;4;12
2021-12-22;AT-6;1;1139
2021-12-22;AT-6;2;2176
2021-12-22;AT-6;3;10342
2021-12-22;AT-6;4;19
2021-12-22;AT-7;1;692
2021-12-22;AT-7;2;2074
2021-12-22;AT-7;3;4236
2021-12-22;AT-7;4;13
2021-12-22;AT-8;1;502
2021-12-22;AT-8;2;1062
2021-12-22;AT-8;3;2297
2021-12-22;AT-8;4;5
2021-12-22;AT-9;1;1530
2021-12-22;AT-9;2;4632
2021-12-22;AT-9;3;9196
2021-12-22;AT-9;4;42
2021-12-23;AT-1;1;128
2021-12-23;AT-1;2;347
2021-12-23;AT-1;3;1358
2021-12-23;AT-1;4;7
2021-12-23;AT-2;1;239
2021-12-23;AT-2;2;612
2021-12-23;AT-2;3;1227
2021-12-23;AT-2;4;2
2021-12-23;AT-3;1;726
2021-12-23;AT-3;2;1889
2021-12-23;AT-3;3;4921
2021-12-23;AT-3;4;15
2021-12-23;AT-4;1;935
2021-12-23;AT-4;2;2225
2021-12-23;AT-4;3;5644
2021-12-23;AT-4;4;16
2021-12-23;AT-5;1;414
2021-12-23;AT-5;2;845
2021-12-23;AT-5;3;1390
2021-12-23;AT-5;4;7
2021-12-23;AT-6;1;544
2021-12-23;AT-6;2;1450
2021-12-23;AT-6;3;4023
2021-12-23;AT-6;4;16
2021-12-23;AT-7;1;314
2021-12-23;AT-7;2;948
2021-12-23;AT-7;3;1935
2021-12-23;AT-7;4;2
2021-12-23;AT-8;1;137
2021-12-23;AT-8;2;401
2021-12-23;AT-8;3;1064
2021-12-23;AT-8;4;4
2021-12-23;AT-9;1;1400
2021-12-23;AT-9;2;4023
2021-12-23;AT-9;3;6479
2021-12-23;AT-9;4;46
2021-12-24;AT-1;1;2
2021-12-24;AT-1;2;10
2021-12-24;AT-1;3;18
2021-12-24;AT-1;4;0
2021-12-24;AT-2;1;4
2021-12-24;AT-2;2;15
2021-12-24;AT-2;3;19
2021-12-24;AT-2;4;1
2021-12-24;AT-3;1;136
2021-12-24;AT-3;2;350
2021-12-24;AT-3;3;923
2021-12-24;AT-3;4;2
2021-12-24;AT-4;1;53
2021-12-24;AT-4;2;149
2021-12-24;AT-4;3;270
2021-12-24;AT-4;4;0
2021-12-24;AT-5;1;38
2021-12-24;AT-5;2;122
2021-12-24;AT-5;3;139
2021-12-24;AT-5;4;0
2021-12-24;AT-6;1;18
2021-12-24;AT-6;2;24
2021-12-24;AT-6;3;47
2021-12-24;AT-6;4;0
2021-12-24;AT-7;1;19
2021-12-24;AT-7;2;38
2021-12-24;AT-7;3;38
2021-12-24;AT-7;4;0
2021-12-24;AT-8;1;7
2021-12-24;AT-8;2;13
2021-12-24;AT-8;3;26
2021-12-24;AT-8;4;0
2021-12-24;AT-9;1;443
2021-12-24;AT-9;2;1308
2021-12-24;AT-9;3;2147
2021-12-24;AT-9;4;11
2021-12-25;AT-1;1;3
2021-12-25;AT-1;2;23
2021-12-25;AT-1;3;13
2021-12-25;AT-1;4;0
2021-12-25;AT-2;1;3
2021-12-25;AT-2;2;6
2021-12-25;AT-2;3;13
2021-12-25;AT-2;4;0
2021-12-25;AT-3;1;80
2021-12-25;AT-3;2;270
2021-12-25;AT-3;3;500
2021-12-25;AT-3;4;2
2021-12-25;AT-4;1;52
2021-12-25;AT-4;2;102
2021-12-25;AT-4;3;282
2021-12-25;AT-4;4;1
2021-12-25;AT-5;1;11
2021-12-25;AT-5;2;21
2021-12-25;AT-5;3;25
2021-12-25;AT-5;4;0
2021-12-25;AT-6;1;12
2021-12-25;AT-6;2;10
2021-12-25;AT-6;3;34
2021-12-25;AT-6;4;0
2021-12-25;AT-7;1;1
2021-12-25;AT-7;2;18
2021-12-25;AT-7;3;19
2021-12-25;AT-7;4;0
2021-12-25;AT-8;1;2
2021-12-25;AT-8;2;10
2021-12-25;AT-8;3;9
2021-12-25;AT-8;4;0
2021-12-25;AT-9;1;354
2021-12-25;AT-9;2;980
2021-12-25;AT-9;3;1321
2021-12-25;AT-9;4;14
2021-12-26;AT-1;1;9
2021-12-26;AT-1;2;27
2021-12-26;AT-1;3;45
2021-12-26;AT-1;4;0
2021-12-26;AT-2;1;296
2021-12-26;AT-2;2;816
2021-12-26;AT-2;3;1988
2021-12-26;AT-2;4;3
2021-12-26;AT-3;1;275
2021-12-26;AT-3;2;956
2021-12-26;AT-3;3;1768
2021-12-26;AT-3;4;7
2021-12-26;AT-4;1;137
2021-12-26;AT-4;2;191
2021-12-26;AT-4;3;327
2021-12-26;AT-4;4;0
2021-12-26;AT-5;1;26
2021-12-26;AT-5;2;95
2021-12-26;AT-5;3;102
2021-12-26;AT-5;4;0
2021-12-26;AT-6;1;507
2021-12-26;AT-6;2;1255
2021-12-26;AT-6;3;2397
2021-12-26;AT-6;4;7
2021-12-26;AT-7;1;72
2021-12-26;AT-7;2;287
2021-12-26;AT-7;3;395
2021-12-26;AT-7;4;2
2021-12-26;AT-8;1;1
2021-12-26;AT-8;2;0
2021-12-26;AT-8;3;7
2021-12-26;AT-8;4;0
2021-12-26;AT-9;1;402
2021-12-26;AT-9;2;1353
2021-12-26;AT-9;3;1853
2021-12-26;AT-9;4;5
2021-12-27;AT-1;1;47
2021-12-27;AT-1;2;272
2021-12-27;AT-1;3;529
2021-12-27;AT-1;4;4
2021-12-27;AT-2;1;220
2021-12-27;AT-2;2;591
2021-12-27;AT-2;3;829
2021-12-27;AT-2;4;2
2021-12-27;AT-3;1;1091
2021-12-27;AT-3;2;3334
2021-12-27;AT-3;3;7183
2021-12-27;AT-3;4;22
2021-12-27;AT-4;1;868
2021-12-27;AT-4;2;2013
2021-12-27;AT-4;3;3458
2021-12-27;AT-4;4;11
2021-12-27;AT-5;1;390
2021-12-27;AT-5;2;1126
2021-12-27;AT-5;3;1308
2021-12-27;AT-5;4;6
2021-12-27;AT-6;1;765
2021-12-27;AT-6;2;2226
2021-12-27;AT-6;3;6858
2021-12-27;AT-6;4;12
2021-12-27;AT-7;1;266
2021-12-27;AT-7;2;1088
2021-12-27;AT-7;3;1407
2021-12-27;AT-7;4;7
2021-12-27;AT-8;1;531
2021-12-27;AT-8;2;1187
2021-12-27;AT-8;3;2960
2021-12-27;AT-8;4;4
2021-12-27;AT-9;1;1423
2021-12-27;AT-9;2;4661
2021-12-27;AT-9;3;8392
2021-12-27;AT-9;4;49
2021-12-28;AT-1;1;386
2021-12-28;AT-1;2;1300
2021-12-28;AT-1;3;741
2021-12-28;AT-1;4;3
2021-12-28;AT-2;1;218
2021-12-28;AT-2;2;586
2021-12-28;AT-2;3;1056
2021-12-28;AT-2;4;0
2021-12-28;AT-3;1;1017
2021-12-28;AT-3;2;3060
2021-12-28;AT-3;3;5588
2021-12-28;AT-3;4;19
2021-12-28;AT-4;1;1134
2021-12-28;AT-4;2;3017
2021-12-28;AT-4;3;4871
2021-12-28;AT-4;4;10
2021-12-28;AT-5;1;338
2021-12-28;AT-5;2;1225
2021-12-28;AT-5;3;1241
2021-12-28;AT-5;4;10
2021-12-28;AT-6;1;734
2021-12-28;AT-6;2;1919
2021-12-28;AT-6;3;7309
2021-12-28;AT-6;4;10
2021-12-28;AT-7;1;439
2021-12-28;AT-7;2;1426
2021-12-28;AT-7;3;2316
2021-12-28;AT-7;4;13
2021-12-28;AT-8;1;327
2021-12-28;AT-8;2;585
2021-12-28;AT-8;3;1493
2021-12-28;AT-8;4;0
2021-12-28;AT-9;1;1403
2021-12-28;AT-9;2;3970
2021-12-28;AT-9;3;6709
2021-12-28;AT-9;4;27
2021-12-29;AT-1;1;141
2021-12-29;AT-1;2;661
2021-12-29;AT-1;3;2090
2021-12-29;AT-1;4;5
2021-12-29;AT-2;1;227
2021-12-29;AT-2;2;618
2021-12-29;AT-2;3;1176
2021-12-29;AT-2;4;2
2021-12-29;AT-3;1;1013
2021-12-29;AT-3;2;2844
2021-12-29;AT-3;3;5839
2021-12-29;AT-3;4;23
2021-12-29;AT-4;1;1042
2021-12-29;AT-4;2;2443
2021-12-29;AT-4;3;5280
2021-12-29;AT-4;4;11
2021-12-29;AT-5;1;263
2021-12-29;AT-5;2;706
2021-12-29;AT-5;3;838
2021-12-29;AT-5;4;3
2021-12-29;AT-6;1;706
2021-12-29;AT-6;2;1794
2021-12-29;AT-6;3;7782
2021-12-29;AT-6;4;20
2021-12-29;AT-7;1;421
2021-12-29;AT-7;2;1799
2021-12-29;AT-7;3;2201
2021-12-29;AT-7;4;7
2021-12-29;AT-8;1;226
2021-12-29;AT-8;2;667
2021-12-29;AT-8;3;1172
2021-12-29;AT-8;4;2
2021-12-29;AT-9;1;1230
2021-12-29;AT-9;2;3290
2021-12-29;AT-9;3;5081
2021-12-29;AT-9;4;37
2021-12-30;AT-1;1;94
2021-12-30;AT-1;2;494
2021-12-30;AT-1;3;1223
2021-12-30;AT-1;4;9
2021-12-30;AT-2;1;187
2021-12-30;AT-2;2;600
2021-12-30;AT-2;3;697
2021-12-30;AT-2;4;0
2021-12-30;AT-3;1;681
2021-12-30;AT-3;2;2015
2021-12-30;AT-3;3;3323
2021-12-30;AT-3;4;29
2021-12-30;AT-4;1;814
2021-12-30;AT-4;2;2139
2021-12-30;AT-4;3;3564
2021-12-30;AT-4;4;10
2021-12-30;AT-5;1;267
2021-12-30;AT-5;2;908
2021-12-30;AT-5;3;766
2021-12-30;AT-5;4;12
2021-12-30;AT-6;1;452
2021-12-30;AT-6;2;1348
2021-12-30;AT-6;3;5460
2021-12-30;AT-6;4;6
2021-12-30;AT-7;1;313
2021-12-30;AT-7;2;1004
2021-12-30;AT-7;3;1173
2021-12-30;AT-7;4;4
2021-12-30;AT-8;1;169
2021-12-30;AT-8;2;543
2021-12-30;AT-8;3;947
2021-12-30;AT-8;4;1
2021-12-30;AT-9;1;865
2021-12-30;AT-9;2;3017
2021-12-30;AT-9;3;3714
2021-12-30;AT-9;4;31
2021-12-31;AT-1;1;8
2021-12-31;AT-1;2;31
2021-12-31;AT-1;3;57
2021-12-31;AT-1;4;0
2021-12-31;AT-2;1;12
2021-12-31;AT-2;2;20
2021-12-31;AT-2;3;13
2021-12-31;AT-2;4;0
2021-12-31;AT-3;1;160
2021-12-31;AT-3;2;599
2021-12-31;AT-3;3;676
2021-12-31;AT-3;4;5
2021-12-31;AT-4;1;44
2021-12-31;AT-4;2;174
2021-12-31;AT-4;3;173
2021-12-31;AT-4;4;1
2021-12-31;AT-5;1;38
2021-12-31;AT-5;2;188
2021-12-31;AT-5;3;105
2021-12-31;AT-5;4;1
2021-12-31;AT-6;1;140
2021-12-31;AT-6;2;691
2021-12-31;AT-6;3;2906
2021-12-31;AT-6;4;0
2021-12-31;AT-7;1;18
2021-12-31;AT-7;2;145
2021-12-31;AT-7;3;140
2021-12-31;AT-7;4;0
2021-12-31;AT-8;1;1
2021-12-31;AT-8;2;17
2021-12-31;AT-8;3;20
2021-12-31;AT-8;4;0
2021-12-31;AT-9;1;283
2021-12-31;AT-9;2;1097
2021-12-31;AT-9;3;1178
2021-12-31;AT-9;4;5
2022-01-01;AT-1;1;4
2022-01-01;AT-1;2;12
2022-01-01;AT-1;3;6
2022-01-01;AT-1;4;0
2022-01-01;AT-2;1;0
2022-01-01;AT-2;2;20
2022-01-01;AT-2;3;2
2022-01-01;AT-2;4;0
2022-01-01;AT-3;1;95
2022-01-01;AT-3;2;375
2022-01-01;AT-3;3;453
2022-01-01;AT-3;4;4
2022-01-01;AT-4;1;36
2022-01-01;AT-4;2;96
2022-01-01;AT-4;3;139
2022-01-01;AT-4;4;0
2022-01-01;AT-5;1;6
2022-01-01;AT-5;2;22
2022-01-01;AT-5;3;12
2022-01-01;AT-5;4;0
2022-01-01;AT-6;1;10
2022-01-01;AT-6;2;16
2022-01-01;AT-6;3;14
2022-01-01;AT-6;4;1
2022-01-01;AT-7;1;24
2022-01-01;AT-7;2;160
2022-01-01;AT-7;3;169
2022-01-01;AT-7;4;3
2022-01-01;AT-8;1;4
2022-01-01;AT-8;2;8
2022-01-01;AT-8;3;7
2022-01-01;AT-8;4;0
2022-01-01;AT-9;1;119
2022-01-01;AT-9;2;730
2022-01-01;AT-9;3;710
2022-01-01;AT-9;4;3
2022-01-02;AT-1;1;8
2022-01-02;AT-1;2;61
2022-01-02;AT-1;3;44
2022-01-02;AT-1;4;2
2022-01-02;AT-2;1;295
2022-01-02;AT-2;2;1033
2022-01-02;AT-2;3;1613
2022-01-02;AT-2;4;2
2022-01-02;AT-3;1;363
2022-01-02;AT-3;2;1634
2022-01-02;AT-3;3;2173
2022-01-02;AT-3;4;10
2022-01-02;AT-4;1;335
2022-01-02;AT-4;2;910
2022-01-02;AT-4;3;693
2022-01-02;AT-4;4;3
2022-01-02;AT-5;1;25
2022-01-02;AT-5;2;206
2022-01-02;AT-5;3;76
2022-01-02;AT-5;4;0
2022-01-02;AT-6;1;196
2022-01-02;AT-6;2;1672
2022-01-02;AT-6;3;1886
2022-01-02;AT-6;4;0
2022-01-02;AT-7;1;84
2022-01-02;AT-7;2;520
2022-01-02;AT-7;3;503
2022-01-02;AT-7;4;1
2022-01-02;AT-8;1;9
2022-01-02;AT-8;2;12
2022-01-02;AT-8;3;17
2022-01-02;AT-8;4;0
2022-01-02;AT-9;1;392
2022-01-02;AT-9;2;2249
2022-01-02;AT-9;3;1838
2022-01-02;AT-9;4;5
2022-01-03;AT-1;1;70
2022-01-03;AT-1;2;333
2022-01-03;AT-1;3;641
2022-01-03;AT-1;4;4
2022-01-03;AT-2;1;259
2022-01-03;AT-2;2;885
2022-01-03;AT-2;3;1088
2022-01-03;AT-2;4;1
2022-01-03;AT-3;1;1074
2022-01-03;AT-3;2;3316
2022-01-03;AT-3;3;5374
2022-01-03;AT-3;4;16
2022-01-03;AT-4;1;565
2022-01-03;AT-4;2;2056
2022-01-03;AT-4;3;2096
2022-01-03;AT-4;4;9
2022-01-03;AT-5;1;315
2022-01-03;AT-5;2;1120
2022-01-03;AT-5;3;1012
2022-01-03;AT-5;4;8
2022-01-03;AT-6;1;641
2022-01-03;AT-6;2;2771
2022-01-03;AT-6;3;5606
2022-01-03;AT-6;4;18
2022-01-03;AT-7;1;211
2022-01-03;AT-7;2;907
2022-01-03;AT-7;3;1159
2022-01-03;AT-7;4;6
2022-01-03;AT-8;1;52
2022-01-03;AT-8;2;152
2022-01-03;AT-8;3;168
2022-01-03;AT-8;4;0
2022-01-03;AT-9;1;1200
2022-01-03;AT-9;2;5042
2022-01-03;AT-9;3;5386
2022-01-03;AT-9;4;23
2022-01-04;AT-1;1;260
2022-01-04;AT-1;2;837
2022-01-04;AT-1;3;928
2022-01-04;AT-1;4;3
2022-01-04;AT-2;1;257
2022-01-04;AT-2;2;768
2022-01-04;AT-2;3;1280
2022-01-04;AT-2;4;2
2022-01-04;AT-3;1;1016
2022-01-04;AT-3;2;2653
2022-01-04;AT-3;3;4936
2022-01-04;AT-3;4;37
2022-01-04;AT-4;1;976
2022-01-04;AT-4;2;2780
2022-01-04;AT-4;3;3878
2022-01-04;AT-4;4;21
2022-01-04;AT-5;1;425
2022-01-04;AT-5;2;1325
2022-01-04;AT-5;3;1501
2022-01-04;AT-5;4;10
2022-01-04;AT-6;1;871
2022-01-04;AT-6;2;2131
2022-01-04;AT-6;3;6124
2022-01-04;AT-6;4;13
2022-01-04;AT-7;1;401
2022-01-04;AT-7;2;1283
2022-01-04;AT-7;3;2144
2022-01-04;AT-7;4;3
2022-01-04;AT-8;1;134
2022-01-04;AT-8;2;504
2022-01-04;AT-8;3;841
2022-01-04;AT-8;4;1
2022-01-04;AT-9;1;1226
2022-01-04;AT-9;2;3937
2022-01-04;AT-9;3;5364
2022-01-04;AT-9;4;36
2022-01-05;AT-1;1;72
2022-01-05;AT-1;2;213
2022-01-05;AT-1;3;556
2022-01-05;AT-1;4;2
2022-01-05;AT-2;1;291
2022-01-05;AT-2;2;793
2022-01-05;AT-2;3;1357
2022-01-05;AT-2;4;6
2022-01-05;AT-3;1;1173
2022-01-05;AT-3;2;2681
2022-01-05;AT-3;3;6895
2022-01-05;AT-3;4;37
2022-01-05;AT-4;1;988
2022-01-05;AT-4;2;2935
2022-01-05;AT-4;3;4977
2022-01-05;AT-4;4;30
2022-01-05;AT-5;1;375
2022-01-05;AT-5;2;998
2022-01-05;AT-5;3;1441
2022-01-05;AT-5;4;15
2022-01-05;AT-6;1;831
2022-01-05;AT-6;2;1968
2022-01-05;AT-6;3;7457
2022-01-05;AT-6;4;16
2022-01-05;AT-7;1;447
2022-01-05;AT-7;2;1487
2022-01-05;AT-7;3;2740
2022-01-05;AT-7;4;11
2022-01-05;AT-8;1;222
2022-01-05;AT-8;2;788
2022-01-05;AT-8;3;1560
2022-01-05;AT-8;4;2
2022-01-05;AT-9;1;1330
2022-01-05;AT-9;2;3636
2022-01-05;AT-9;3;6138
2022-01-05;AT-9;4;37
2022-01-06;AT-1;1;21
2022-01-06;AT-1;2;63
2022-01-06;AT-1;3;186
2022-01-06;AT-1;4;4
2022-01-06;AT-2;1;44
2022-01-06;AT-2;2;114
2022-01-06;AT-2;3;247
2022-01-06;AT-2;4;7
2022-01-06;AT-3;1;479
2022-01-06;AT-3;2;1214
2022-01-06;AT-3;3;3040
2022-01-06;AT-3;4;4
2022-01-06;AT-4;1;420
2022-01-06;AT-4;2;963
2022-01-06;AT-4;3;1887
2022-01-06;AT-4;4;5
2022-01-06;AT-5;1;29
2022-01-06;AT-5;2;86
2022-01-06;AT-5;3;143
2022-01-06;AT-5;4;4
2022-01-06;AT-6;1;281
2022-01-06;AT-6;2;642
2022-01-06;AT-6;3;4687
2022-01-06;AT-6;4;7
2022-01-06;AT-7;1;84
2022-01-06;AT-7;2;201
2022-01-06;AT-7;3;368
2022-01-06;AT-7;4;1
2022-01-06;AT-8;1;6
2022-01-06;AT-8;2;21
2022-01-06;AT-8;3;23
2022-01-06;AT-8;4;0
2022-01-06;AT-9;1;494
2022-01-06;AT-9;2;1191
2022-01-06;AT-9;3;2007
2022-01-06;AT-9;4;22
2022-01-07;AT-1;1;153
2022-01-07;AT-1;2;550
2022-01-07;AT-1;3;1652
2022-01-07;AT-1;4;6
2022-01-07;AT-2;1;320
2022-01-07;AT-2;2;1018
2022-01-07;AT-2;3;2197
2022-01-07;AT-2;4;7
2022-01-07;AT-3;1;1169
2022-01-07;AT-3;2;2926
2022-01-07;AT-3;3;8998
2022-01-07;AT-3;4;27
2022-01-07;AT-4;1;1009
2022-01-07;AT-4;2;2614
2022-01-07;AT-4;3;6216
2022-01-07;AT-4;4;29
2022-01-07;AT-5;1;375
2022-01-07;AT-5;2;1108
2022-01-07;AT-5;3;1624
2022-01-07;AT-5;4;10
2022-01-07;AT-6;1;853
2022-01-07;AT-6;2;1997
2022-01-07;AT-6;3;7409
2022-01-07;AT-6;4;29
2022-01-07;AT-7;1;570
2022-01-07;AT-7;2;1869
2022-01-07;AT-7;3;3774
2022-01-07;AT-7;4;13
2022-01-07;AT-8;1;459
2022-01-07;AT-8;2;1113
2022-01-07;AT-8;3;2931
2022-01-07;AT-8;4;3
2022-01-07;AT-9;1;1410
2022-01-07;AT-9;2;3621
2022-01-07;AT-9;3;7647
2022-01-07;AT-9;4;35
2022-01-08;AT-1;1;127
2022-01-08;AT-1;2;442
2022-01-08;AT-1;3;2113
2022-01-08;AT-1;4;3
2022-01-08;AT-2;1;360
2022-01-08;AT-2;2;842
2022-01-08;AT-2;3;1393
2022-01-08;AT-2;4;4
2022-01-08;AT-3;1;901
2022-01-08;AT-3;2;2199
2022-01-08;AT-3;3;6700
2022-01-08;AT-3;4;16
2022-01-08;AT-4;1;601
2022-01-08;AT-4;2;1979
2022-01-08;AT-4;3;3795
2022-01-08;AT-4;4;19
2022-01-08;AT-5;1;260
2022-01-08;AT-5;2;501
2022-01-08;AT-5;3;872
2022-01-08;AT-5;4;6
2022-01-08;AT-6;1;345
2022-01-08;AT-6;2;827
2022-01-08;AT-6;3;3741
2022-01-08;AT-6;4;11
2022-01-08;AT-7;1;252
2022-01-08;AT-7;2;901
2022-01-08;AT-7;3;1778
2022-01-08;AT-7;4;6
2022-01-08;AT-8;1;399
2022-01-08;AT-8;2;546
2022-01-08;AT-8;3;2022
2022-01-08;AT-8;4;1
2022-01-08;AT-9;1;928
2022-01-08;AT-9;2;2583
2022-01-08;AT-9;3;5206
2022-01-08;AT-9;4;20
2022-01-09;AT-1;1;212
2022-01-09;AT-1;2;499
2022-01-09;AT-1;3;1184
2022-01-09;AT-1;4;2
2022-01-09;AT-2;1;215
2022-01-09;AT-2;2;453
2022-01-09;AT-2;3;778
2022-01-09;AT-2;4;0
2022-01-09;AT-3;1;445
2022-01-09;AT-3;2;1007
2022-01-09;AT-3;3;3398
2022-01-09;AT-3;4;8
2022-01-09;AT-4;1;358
2022-01-09;AT-4;2;941
2022-01-09;AT-4;3;757
2022-01-09;AT-4;4;1
2022-01-09;AT-5;1;53
2022-01-09;AT-5;2;172
2022-01-09;AT-5;3;334
2022-01-09;AT-5;4;0
2022-01-09;AT-6;1;283
2022-01-09;AT-6;2;1048
2022-01-09;AT-6;3;1113
2022-01-09;AT-6;4;2
2022-01-09;AT-7;1;147
2022-01-09;AT-7;2;374
2022-01-09;AT-7;3;881
2022-01-09;AT-7;4;2
2022-01-09;AT-8;1;1
2022-01-09;AT-8;2;3
2022-01-09;AT-8;3;15
2022-01-09;AT-8;4;0
2022-01-09;AT-9;1;396
2022-01-09;AT-9;2;1178
2022-01-09;AT-9;3;2390
2022-01-09;AT-9;4;8
2022-01-10;AT-1;1;62
2022-01-10;AT-1;2;222
2022-01-10;AT-1;3;537
2022-01-10;AT-1;4;3
2022-01-10;AT-2;1;252
2022-01-10;AT-2;2;590
2022-01-10;AT-2;3;1590
2022-01-10;AT-2;4;10
2022-01-10;AT-3;1;911
2022-01-10;AT-3;2;2422
2022-01-10;AT-3;3;6819
2022-01-10;AT-3;4;39
2022-01-10;AT-4;1;626
2022-01-10;AT-4;2;1530
2022-01-10;AT-4;3;3642
2022-01-10;AT-4;4;14
2022-01-10;AT-5;1;236
2022-01-10;AT-5;2;704
2022-01-10;AT-5;3;1401
2022-01-10;AT-5;4;19
2022-01-10;AT-6;1;541
2022-01-10;AT-6;2;1344
2022-01-10;AT-6;3;6111
2022-01-10;AT-6;4;15
2022-01-10;AT-7;1;203
2022-01-10;AT-7;2;655
2022-01-10;AT-7;3;1572
2022-01-10;AT-7;4;5
2022-01-10;AT-8;1;39
2022-01-10;AT-8;2;112
2022-01-10;AT-8;3;283
2022-01-10;AT-8;4;0
2022-01-10;AT-9;1;1123
2022-01-10;AT-9;2;3020
2022-01-10;AT-9;3;6428
2022-01-10;AT-9;4;33
2022-01-11;AT-1;1;284
2022-01-11;AT-1;2;879
2022-01-11;AT-1;3;1206
2022-01-11;AT-1;4;6
2022-01-11;AT-2;1;285
2022-01-11;AT-2;2;709
2022-01-11;AT-2;3;1908
2022-01-11;AT-2;4;7
2022-01-11;AT-3;1;892
2022-01-11;AT-3;2;2239
2022-01-11;AT-3;3;6572
2022-01-11;AT-3;4;41
2022-01-11;AT-4;1;949
2022-01-11;AT-4;2;2522
2022-01-11;AT-4;3;5669
2022-01-11;AT-4;4;46
2022-01-11;AT-5;1;417
2022-01-11;AT-5;2;1036
2022-01-11;AT-5;3;2129
2022-01-11;AT-5;4;27
2022-01-11;AT-6;1;796
2022-01-11;AT-6;2;1712
2022-01-11;AT-6;3;7205
2022-01-11;AT-6;4;26
2022-01-11;AT-7;1;389
2022-01-11;AT-7;2;1133
2022-01-11;AT-7;3;2570
2022-01-11;AT-7;4;13
2022-01-11;AT-8;1;144
2022-01-11;AT-8;2;291
2022-01-11;AT-8;3;1147
2022-01-11;AT-8;4;2
2022-01-11;AT-9;1;1231
2022-01-11;AT-9;2;2904
2022-01-11;AT-9;3;6240
2022-01-11;AT-9;4;65
2022-01-12;AT-1;1;94
2022-01-12;AT-1;2;238
2022-01-12;AT-1;3;985
2022-01-12;AT-1;4;9
2022-01-12;AT-2;1;316
2022-01-12;AT-2;2;825
2022-01-12;AT-2;3;2365
2022-01-12;AT-2;4;15
2022-01-12;AT-3;1;951
2022-01-12;AT-3;2;2184
2022-01-12;AT-3;3;7505
2022-01-12;AT-3;4;49
2022-01-12;AT-4;1;946
2022-01-12;AT-4;2;2266
2022-01-12;AT-4;3;6182
2022-01-12;AT-4;4;71
2022-01-12;AT-5;1;303
2022-01-12;AT-5;2;749
2022-01-12;AT-5;3;1952
2022-01-12;AT-5;4;297
2022-01-12;AT-6;1;969
2022-01-12;AT-6;2;1960
2022-01-12;AT-6;3;9254
2022-01-12;AT-6;4;33
2022-01-12;AT-7;1;397
2022-01-12;AT-7;2;1080
2022-01-12;AT-7;3;2844
2022-01-12;AT-7;4;15
2022-01-12;AT-8;1;187
2022-01-12;AT-8;2;475
2022-01-12;AT-8;3;1735
