date;region;shotNo;doses
2021-05-21;AT-8;1;990
2021-05-21;AT-8;2;4960
2021-05-21;AT-8;3;0
2021-05-21;AT-8;4;0
2021-05-21;AT-9;1;13557
2021-05-21;AT-9;2;8393
2021-05-21;AT-9;3;2
2021-05-21;AT-9;4;0
2021-05-22;AT-1;1;4853
2021-05-22;AT-1;2;680
2021-05-22;AT-1;3;0
2021-05-22;AT-1;4;0
2021-05-22;AT-2;1;2015
2021-05-22;AT-2;2;5358
2021-05-22;AT-2;3;0
2021-05-22;AT-2;4;0
2021-05-22;AT-3;1;11852
2021-05-22;AT-3;2;725
2021-05-22;AT-3;3;1
2021-05-22;AT-3;4;0
2021-05-22;AT-4;1;1648
2021-05-22;AT-4;2;1785
2021-05-22;AT-4;3;0
2021-05-22;AT-4;4;0
2021-05-22;AT-5;1;750
2021-05-22;AT-5;2;306
2021-05-22;AT-5;3;0
2021-05-22;AT-5;4;0
2021-05-22;AT-6;1;5354
2021-05-22;AT-6;2;707
2021-05-22;AT-6;3;1
2021-05-22;AT-6;4;0
2021-05-22;AT-7;1;1959
2021-05-22;AT-7;2;1824
2021-05-22;AT-7;3;0
2021-05-22;AT-7;4;0
2021-05-22;AT-8;1;765
2021-05-22;AT-8;2;5355
2021-05-22;AT-8;3;1
2021-05-22;AT-8;4;0
2021-05-22;AT-9;1;10381
2021-05-22;AT-9;2;3380
2021-05-22;AT-9;3;1
2021-05-22;AT-9;4;0
2021-05-23;AT-1;1;1548
2021-05-23;AT-1;2;52
2021-05-23;AT-1;3;0
2021-05-23;AT-1;4;0
2021-05-23;AT-2;1;1553
2021-05-23;AT-2;2;4243
2021-05-23;AT-2;3;0
2021-05-23;AT-2;4;0
2021-05-23;AT-3;1;8550
2021-05-23;AT-3;2;506
2021-05-23;AT-3;3;0
2021-05-23;AT-3;4;0
2021-05-23;AT-4;1;72
2021-05-23;AT-4;2;66
2021-05-23;AT-4;3;0
2021-05-23;AT-4;4;0
2021-05-23;AT-5;1;55
2021-05-23;AT-5;2;31
2021-05-23;AT-5;3;0
2021-05-23;AT-5;4;0
2021-05-23;AT-6;1;591
2021-05-23;AT-6;2;71
2021-05-23;AT-6;3;0
2021-05-23;AT-6;4;0
2021-05-23;AT-7;1;77
2021-05-23;AT-7;2;70
2021-05-23;AT-7;3;0
2021-05-23;AT-7;4;0
2021-05-23;AT-8;1;429
2021-05-23;AT-8;2;1952
2021-05-23;AT-8;3;0
2021-05-23;AT-8;4;0
2021-05-23;AT-9;1;6624
2021-05-23;AT-9;2;3184
2021-05-23;AT-9;3;0
2021-05-23;AT-9;4;0
2021-05-24;AT-1;1;360
2021-05-24;AT-1;2;2756
2021-05-24;AT-1;3;1
2021-05-24;AT-1;4;0
2021-05-24;AT-2;1;67
2021-05-24;AT-2;2;265
2021-05-24;AT-2;3;0
2021-05-24;AT-2;4;0
2021-05-24;AT-3;1;2354
2021-05-24;AT-3;2;604
2021-05-24;AT-3;3;0
2021-05-24;AT-3;4;0
2021-05-24;AT-4;1;216
2021-05-24;AT-4;2;524
2021-05-24;AT-4;3;0
2021-05-24;AT-4;4;0
2021-05-24;AT-5;1;119
2021-05-24;AT-5;2;115
2021-05-24;AT-5;3;0
2021-05-24;AT-5;4;0
2021-05-24;AT-6;1;4832
2021-05-24;AT-6;2;92
2021-05-24;AT-6;3;0
2021-05-24;AT-6;4;0
2021-05-24;AT-7;1;157
2021-05-24;AT-7;2;452
2021-05-24;AT-7;3;0
2021-05-24;AT-7;4;0
2021-05-24;AT-8;1;485
2021-05-24;AT-8;2;23
2021-05-24;AT-8;3;0
2021-05-24;AT-8;4;0
2021-05-24;AT-9;1;3779
2021-05-24;AT-9;2;8196
2021-05-24;AT-9;3;2
2021-05-24;AT-9;4;0
2021-05-25;AT-1;1;1961
2021-05-25;AT-1;2;244
2021-05-25;AT-1;3;0
2021-05-25;AT-1;4;0
2021-05-25;AT-2;1;3041
2021-05-25;AT-2;2;572
2021-05-25;AT-2;3;0
2021-05-25;AT-2;4;0
2021-05-25;AT-3;1;13199
2021-05-25;AT-3;2;3355
2021-05-25;AT-3;3;0
2021-05-25;AT-3;4;1
2021-05-25;AT-4;1;1365
2021-05-25;AT-4;2;1858
2021-05-25;AT-4;3;0
2021-05-25;AT-4;4;0
2021-05-25;AT-5;1;2702
2021-05-25;AT-5;2;1206
2021-05-25;AT-5;3;0
2021-05-25;AT-5;4;0
2021-05-25;AT-6;1;5572
2021-05-25;AT-6;2;452
2021-05-25;AT-6;3;0
2021-05-25;AT-6;4;0
2021-05-25;AT-7;1;2838
2021-05-25;AT-7;2;1199
2021-05-25;AT-7;3;1
2021-05-25;AT-7;4;0
2021-05-25;AT-8;1;204
2021-05-25;AT-8;2;22
2021-05-25;AT-8;3;0
2021-05-25;AT-8;4;0
2021-05-25;AT-9;1;7196
2021-05-25;AT-9;2;8567
2021-05-25;AT-9;3;4
2021-05-25;AT-9;4;0
2021-05-26;AT-1;1;1571
2021-05-26;AT-1;2;230
2021-05-26;AT-1;3;0
2021-05-26;AT-1;4;0
2021-05-26;AT-2;1;3746
2021-05-26;AT-2;2;896
2021-05-26;AT-2;3;1
2021-05-26;AT-2;4;0
2021-05-26;AT-3;1;13881
2021-05-26;AT-3;2;3529
2021-05-26;AT-3;3;3
2021-05-26;AT-3;4;0
2021-05-26;AT-4;1;7428
2021-05-26;AT-4;2;7673
2021-05-26;AT-4;3;7
2021-05-26;AT-4;4;0
2021-05-26;AT-5;1;4974
2021-05-26;AT-5;2;3999
2021-05-26;AT-5;3;1
2021-05-26;AT-5;4;0
2021-05-26;AT-6;1;5941
2021-05-26;AT-6;2;12682
2021-05-26;AT-6;3;4
2021-05-26;AT-6;4;0
2021-05-26;AT-7;1;2787
2021-05-26;AT-7;2;3102
2021-05-26;AT-7;3;3
2021-05-26;AT-7;4;0
2021-05-26;AT-8;1;212
2021-05-26;AT-8;2;1987
2021-05-26;AT-8;3;1
2021-05-26;AT-8;4;0
2021-05-26;AT-9;1;8363
2021-05-26;AT-9;2;10337
2021-05-26;AT-9;3;3
2021-05-26;AT-9;4;1
2021-05-27;AT-1;1;4374
2021-05-27;AT-1;2;3595
2021-05-27;AT-1;3;0
2021-05-27;AT-1;4;0
2021-05-27;AT-2;1;2999
2021-05-27;AT-2;2;717
2021-05-27;AT-2;3;0
2021-05-27;AT-2;4;0
2021-05-27;AT-3;1;13934
2021-05-27;AT-3;2;3872
2021-05-27;AT-3;3;4
2021-05-27;AT-3;4;0
2021-05-27;AT-4;1;7165
2021-05-27;AT-4;2;7269
2021-05-27;AT-4;3;4
2021-05-27;AT-4;4;1
2021-05-27;AT-5;1;5286
2021-05-27;AT-5;2;3978
2021-05-27;AT-5;3;1
2021-05-27;AT-5;4;0
2021-05-27;AT-6;1;7915
2021-05-27;AT-6;2;8961
2021-05-27;AT-6;3;2
2021-05-27;AT-6;4;0
2021-05-27;AT-7;1;2782
2021-05-27;AT-7;2;5032
2021-05-27;AT-7;3;7
2021-05-27;AT-7;4;1
2021-05-27;AT-8;1;1539
2021-05-27;AT-8;2;1443
2021-05-27;AT-8;3;0
2021-05-27;AT-8;4;0
2021-05-27;AT-9;1;8615
2021-05-27;AT-9;2;10263
2021-05-27;AT-9;3;1
2021-05-27;AT-9;4;0
2021-05-28;AT-1;1;901
2021-05-28;AT-1;2;1852
2021-05-28;AT-1;3;1
2021-05-28;AT-1;4;0
2021-05-28;AT-2;1;3743
2021-05-28;AT-2;2;3319
2021-05-28;AT-2;3;0
2021-05-28;AT-2;4;0
2021-05-28;AT-3;1;15521
2021-05-28;AT-3;2;4113
2021-05-28;AT-3;3;1
2021-05-28;AT-3;4;0
2021-05-28;AT-4;1;15261
2021-05-28;AT-4;2;8686
2021-05-28;AT-4;3;2
2021-05-28;AT-4;4;0
2021-05-28;AT-5;1;5391
2021-05-28;AT-5;2;2838
2021-05-28;AT-5;3;1
2021-05-28;AT-5;4;0
2021-05-28;AT-6;1;5046
2021-05-28;AT-6;2;11217
2021-05-28;AT-6;3;0
2021-05-28;AT-6;4;0
2021-05-28;AT-7;1;3191
2021-05-28;AT-7;2;5152
2021-05-28;AT-7;3;1
2021-05-28;AT-7;4;0
2021-05-28;AT-8;1;1508
2021-05-28;AT-8;2;3835
2021-05-28;AT-8;3;0
2021-05-28;AT-8;4;0
2021-05-28;AT-9;1;8714
2021-05-28;AT-9;2;10339
2021-05-28;AT-9;3;4
2021-05-28;AT-9;4;0
2021-05-29;AT-1;1;512
2021-05-29;AT-1;2;4228
2021-05-29;AT-1;3;1
2021-05-29;AT-1;4;0
2021-05-29;AT-2;1;1379
2021-05-29;AT-2;2;7695
2021-05-29;AT-2;3;3
2021-05-29;AT-2;4;0
2021-05-29;AT-3;1;12788
2021-05-29;AT-3;2;1726
2021-05-29;AT-3;3;0
2021-05-29;AT-3;4;0
2021-05-29;AT-4;1;1751
2021-05-29;AT-4;2;1995
2021-05-29;AT-4;3;1
2021-05-29;AT-4;4;0
2021-05-29;AT-5;1;227
2021-05-29;AT-5;2;141
2021-05-29;AT-5;3;1
2021-05-29;AT-5;4;0
2021-05-29;AT-6;1;984
2021-05-29;AT-6;2;6904
2021-05-29;AT-6;3;2
2021-05-29;AT-6;4;0
2021-05-29;AT-7;1;194
2021-05-29;AT-7;2;1347
2021-05-29;AT-7;3;1
2021-05-29;AT-7;4;0
2021-05-29;AT-8;1;2624
2021-05-29;AT-8;2;4303
2021-05-29;AT-8;3;0
2021-05-29;AT-8;4;0
2021-05-29;AT-9;1;5016
2021-05-29;AT-9;2;9205
2021-05-29;AT-9;3;1
2021-05-29;AT-9;4;0
2021-05-30;AT-1;1;159
2021-05-30;AT-1;2;2807
2021-05-30;AT-1;3;0
2021-05-30;AT-1;4;0
2021-05-30;AT-2;1;690
2021-05-30;AT-2;2;6827
2021-05-30;AT-2;3;1
2021-05-30;AT-2;4;0
2021-05-30;AT-3;1;10041
2021-05-30;AT-3;2;1176
2021-05-30;AT-3;3;1
2021-05-30;AT-3;4;0
2021-05-30;AT-4;1;188
2021-05-30;AT-4;2;114
2021-05-30;AT-4;3;0
2021-05-30;AT-4;4;0
2021-05-30;AT-5;1;35
2021-05-30;AT-5;2;35
2021-05-30;AT-5;3;0
2021-05-30;AT-5;4;0
2021-05-30;AT-6;1;198
2021-05-30;AT-6;2;1408
2021-05-30;AT-6;3;0
2021-05-30;AT-6;4;0
2021-05-30;AT-7;1;59
2021-05-30;AT-7;2;606
2021-05-30;AT-7;3;2
2021-05-30;AT-7;4;0
2021-05-30;AT-8;1;499
2021-05-30;AT-8;2;3027
2021-05-30;AT-8;3;0
2021-05-30;AT-8;4;0
2021-05-30;AT-9;1;2242
2021-05-30;AT-9;2;8208
2021-05-30;AT-9;3;6
2021-05-30;AT-9;4;0
2021-05-31;AT-1;1;540
2021-05-31;AT-1;2;447
2021-05-31;AT-1;3;0
2021-05-31;AT-1;4;0
2021-05-31;AT-2;1;851
2021-05-31;AT-2;2;362
2021-05-31;AT-2;3;0
2021-05-31;AT-2;4;0
2021-05-31;AT-3;1;3860
2021-05-31;AT-3;2;6096
2021-05-31;AT-3;3;1
2021-05-31;AT-3;4;0
2021-05-31;AT-4;1;4474
2021-05-31;AT-4;2;1920
2021-05-31;AT-4;3;1
2021-05-31;AT-4;4;0
2021-05-31;AT-5;1;2060
2021-05-31;AT-5;2;1023
2021-05-31;AT-5;3;0
2021-05-31;AT-5;4;0
2021-05-31;AT-6;1;1325
2021-05-31;AT-6;2;1104
2021-05-31;AT-6;3;0
2021-05-31;AT-6;4;0
2021-05-31;AT-7;1;483
2021-05-31;AT-7;2;2430
2021-05-31;AT-7;3;0
2021-05-31;AT-7;4;0
2021-05-31;AT-8;1;31
2021-05-31;AT-8;2;36
2021-05-31;AT-8;3;0
2021-05-31;AT-8;4;0
2021-05-31;AT-9;1;8171
2021-05-31;AT-9;2;9132
2021-05-31;AT-9;3;5
2021-05-31;AT-9;4;0
2021-06-01;AT-1;1;1100
2021-06-01;AT-1;2;1313
2021-06-01;AT-1;3;2
2021-06-01;AT-1;4;0
2021-06-01;AT-2;1;1089
2021-06-01;AT-2;2;1102
2021-06-01;AT-2;3;0
2021-06-01;AT-2;4;0
2021-06-01;AT-3;1;17676
2021-06-01;AT-3;2;4685
2021-06-01;AT-3;3;2
2021-06-01;AT-3;4;0
2021-06-01;AT-4;1;12044
2021-06-01;AT-4;2;7349
2021-06-01;AT-4;3;5
2021-06-01;AT-4;4;0
2021-06-01;AT-5;1;4349
2021-06-01;AT-5;2;5197
2021-06-01;AT-5;3;0
2021-06-01;AT-5;4;0
2021-06-01;AT-6;1;5889
2021-06-01;AT-6;2;1500
2021-06-01;AT-6;3;0
2021-06-01;AT-6;4;0
2021-06-01;AT-7;1;3711
2021-06-01;AT-7;2;4322
2021-06-01;AT-7;3;3
2021-06-01;AT-7;4;0
2021-06-01;AT-8;1;236
2021-06-01;AT-8;2;49
2021-06-01;AT-8;3;1
2021-06-01;AT-8;4;0
2021-06-01;AT-9;1;9793
2021-06-01;AT-9;2;9772
2021-06-01;AT-9;3;9
2021-06-01;AT-9;4;0
2021-06-02;AT-1;1;1175
2021-06-02;AT-1;2;1257
2021-06-02;AT-1;3;0
2021-06-02;AT-1;4;0
2021-06-02;AT-2;1;2646
2021-06-02;AT-2;2;2602
2021-06-02;AT-2;3;0
2021-06-02;AT-2;4;0
2021-06-02;AT-3;1;21283
2021-06-02;AT-3;2;5603
2021-06-02;AT-3;3;4
2021-06-02;AT-3;4;1
2021-06-02;AT-4;1;15316
2021-06-02;AT-4;2;16116
2021-06-02;AT-4;3;7
2021-06-02;AT-4;4;0
2021-06-02;AT-5;1;6383
2021-06-02;AT-5;2;6850
2021-06-02;AT-5;3;2
2021-06-02;AT-5;4;0
2021-06-02;AT-6;1;11875
2021-06-02;AT-6;2;19168
2021-06-02;AT-6;3;2
2021-06-02;AT-6;4;0
2021-06-02;AT-7;1;3226
2021-06-02;AT-7;2;3269
2021-06-02;AT-7;3;3
2021-06-02;AT-7;4;1
2021-06-02;AT-8;1;2514
2021-06-02;AT-8;2;728
2021-06-02;AT-8;3;1
2021-06-02;AT-8;4;0
2021-06-02;AT-9;1;12996
2021-06-02;AT-9;2;10537
2021-06-02;AT-9;3;6
2021-06-02;AT-9;4;0
2021-06-03;AT-1;1;550
2021-06-03;AT-1;2;2411
2021-06-03;AT-1;3;2
2021-06-03;AT-1;4;0
2021-06-03;AT-2;1;640
2021-06-03;AT-2;2;1646
2021-06-03;AT-2;3;0
2021-06-03;AT-2;4;0
2021-06-03;AT-3;1;7848
2021-06-03;AT-3;2;9592
2021-06-03;AT-3;3;3
2021-06-03;AT-3;4;0
2021-06-03;AT-4;1;6469
2021-06-03;AT-4;2;5928
2021-06-03;AT-4;3;0
2021-06-03;AT-4;4;0
2021-06-03;AT-5;1;616
2021-06-03;AT-5;2;417
2021-06-03;AT-5;3;0
2021-06-03;AT-5;4;0
2021-06-03;AT-6;1;686
2021-06-03;AT-6;2;3910
2021-06-03;AT-6;3;1
2021-06-03;AT-6;4;0
2021-06-03;AT-7;1;3535
2021-06-03;AT-7;2;1947
2021-06-03;AT-7;3;0
2021-06-03;AT-7;4;0
2021-06-03;AT-8;1;3808
2021-06-03;AT-8;2;3126
2021-06-03;AT-8;3;1
2021-06-03;AT-8;4;0
2021-06-03;AT-9;1;6939
2021-06-03;AT-9;2;9059
2021-06-03;AT-9;3;3
2021-06-03;AT-9;4;0
2021-06-04;AT-1;1;3441
2021-06-04;AT-1;2;1185
2021-06-04;AT-1;3;1
2021-06-04;AT-1;4;0
2021-06-04;AT-2;1;4871
2021-06-04;AT-2;2;2893
2021-06-04;AT-2;3;4
2021-06-04;AT-2;4;0
2021-06-04;AT-3;1;15012
2021-06-04;AT-3;2;5673
2021-06-04;AT-3;3;4
2021-06-04;AT-3;4;0
2021-06-04;AT-4;1;6321
2021-06-04;AT-4;2;10088
2021-06-04;AT-4;3;3
2021-06-04;AT-4;4;0
2021-06-04;AT-5;1;2961
2021-06-04;AT-5;2;1783
2021-06-04;AT-5;3;0
2021-06-04;AT-5;4;0
2021-06-04;AT-6;1;9588
2021-06-04;AT-6;2;7439
2021-06-04;AT-6;3;3
2021-06-04;AT-6;4;0
2021-06-04;AT-7;1;8667
2021-06-04;AT-7;2;2687
2021-06-04;AT-7;3;2
2021-06-04;AT-7;4;0
2021-06-04;AT-8;1;1363
2021-06-04;AT-8;2;4931
2021-06-04;AT-8;3;0
2021-06-04;AT-8;4;0
2021-06-04;AT-9;1;10130
2021-06-04;AT-9;2;10923
2021-06-04;AT-9;3;3
2021-06-04;AT-9;4;0
2021-06-05;AT-1;1;603
2021-06-05;AT-1;2;1361
2021-06-05;AT-1;3;0
2021-06-05;AT-1;4;0
2021-06-05;AT-2;1;1337
2021-06-05;AT-2;2;6412
2021-06-05;AT-2;3;2
2021-06-05;AT-2;4;0
2021-06-05;AT-3;1;12869
2021-06-05;AT-3;2;5233
2021-06-05;AT-3;3;5
2021-06-05;AT-3;4;0
2021-06-05;AT-4;1;2029
2021-06-05;AT-4;2;999
2021-06-05;AT-4;3;0
2021-06-05;AT-4;4;0
2021-06-05;AT-5;1;423
2021-06-05;AT-5;2;357
2021-06-05;AT-5;3;0
2021-06-05;AT-5;4;0
2021-06-05;AT-6;1;4134
2021-06-05;AT-6;2;725
2021-06-05;AT-6;3;2
2021-06-05;AT-6;4;0
2021-06-05;AT-7;1;2420
2021-06-05;AT-7;2;781
2021-06-05;AT-7;3;1
2021-06-05;AT-7;4;0
2021-06-05;AT-8;1;2401
2021-06-05;AT-8;2;4634
2021-06-05;AT-8;3;0
2021-06-05;AT-8;4;0
2021-06-05;AT-9;1;7297
2021-06-05;AT-9;2;9376
2021-06-05;AT-9;3;2
2021-06-05;AT-9;4;0
2021-06-06;AT-1;1;252
2021-06-06;AT-1;2;2477
2021-06-06;AT-1;3;0
2021-06-06;AT-1;4;0
2021-06-06;AT-2;1;2048
2021-06-06;AT-2;2;5536
2021-06-06;AT-2;3;0
2021-06-06;AT-2;4;0
2021-06-06;AT-3;1;9836
2021-06-06;AT-3;2;1734
2021-06-06;AT-3;3;1
2021-06-06;AT-3;4;0
2021-06-06;AT-4;1;271
2021-06-06;AT-4;2;5117
2021-06-06;AT-4;3;1
2021-06-06;AT-4;4;0
2021-06-06;AT-5;1;83
2021-06-06;AT-5;2;50
2021-06-06;AT-5;3;0
2021-06-06;AT-5;4;0
2021-06-06;AT-6;1;484
2021-06-06;AT-6;2;486
2021-06-06;AT-6;3;0
2021-06-06;AT-6;4;0
2021-06-06;AT-7;1;132
2021-06-06;AT-7;2;703
2021-06-06;AT-7;3;0
2021-06-06;AT-7;4;0
2021-06-06;AT-8;1;5990
2021-06-06;AT-8;2;3760
2021-06-06;AT-8;3;2
2021-06-06;AT-8;4;0
2021-06-06;AT-9;1;4712
2021-06-06;AT-9;2;9704
2021-06-06;AT-9;3;2
2021-06-06;AT-9;4;0
2021-06-07;AT-1;1;770
2021-06-07;AT-1;2;273
2021-06-07;AT-1;3;0
2021-06-07;AT-1;4;0
2021-06-07;AT-2;1;1524
2021-06-07;AT-2;2;878
2021-06-07;AT-2;3;1
2021-06-07;AT-2;4;0
2021-06-07;AT-3;1;3997
2021-06-07;AT-3;2;7107
2021-06-07;AT-3;3;3
2021-06-07;AT-3;4;1
2021-06-07;AT-4;1;3572
2021-06-07;AT-4;2;8875
2021-06-07;AT-4;3;2
2021-06-07;AT-4;4;0
2021-06-07;AT-5;1;1481
2021-06-07;AT-5;2;1301
2021-06-07;AT-5;3;0
2021-06-07;AT-5;4;0
2021-06-07;AT-6;1;4258
2021-06-07;AT-6;2;3483
2021-06-07;AT-6;3;0
2021-06-07;AT-6;4;0
2021-06-07;AT-7;1;1722
2021-06-07;AT-7;2;1571
2021-06-07;AT-7;3;0
2021-06-07;AT-7;4;0
2021-06-07;AT-8;1;46
2021-06-07;AT-8;2;348
2021-06-07;AT-8;3;0
2021-06-07;AT-8;4;0
2021-06-07;AT-9;1;8579
2021-06-07;AT-9;2;8231
2021-06-07;AT-9;3;6
2021-06-07;AT-9;4;0
2021-06-08;AT-1;1;2519
2021-06-08;AT-1;2;2331
2021-06-08;AT-1;3;0
2021-06-08;AT-1;4;0
2021-06-08;AT-2;1;1801
2021-06-08;AT-2;2;1468
2021-06-08;AT-2;3;0
2021-06-08;AT-2;4;0
2021-06-08;AT-3;1;15900
2021-06-08;AT-3;2;6059
2021-06-08;AT-3;3;11
2021-06-08;AT-3;4;0
2021-06-08;AT-4;1;6537
2021-06-08;AT-4;2;13536
2021-06-08;AT-4;3;3
2021-06-08;AT-4;4;0
2021-06-08;AT-5;1;3286
2021-06-08;AT-5;2;5366
2021-06-08;AT-5;3;2
2021-06-08;AT-5;4;0
2021-06-08;AT-6;1;6999
2021-06-08;AT-6;2;2582
2021-06-08;AT-6;3;1
2021-06-08;AT-6;4;0
2021-06-08;AT-7;1;3077
2021-06-08;AT-7;2;2233
2021-06-08;AT-7;3;1
2021-06-08;AT-7;4;0
2021-06-08;AT-8;1;200
2021-06-08;AT-8;2;40
2021-06-08;AT-8;3;0
2021-06-08;AT-8;4;0
2021-06-08;AT-9;1;9943
2021-06-08;AT-9;2;8010
2021-06-08;AT-9;3;23
2021-06-08;AT-9;4;0
2021-06-09;AT-1;1;2548
2021-06-09;AT-1;2;654
2021-06-09;AT-1;3;0
2021-06-09;AT-1;4;0
2021-06-09;AT-2;1;2649
2021-06-09;AT-2;2;3819
2021-06-09;AT-2;3;1
2021-06-09;AT-2;4;0
2021-06-09;AT-3;1;18280
2021-06-09;AT-3;2;5259
2021-06-09;AT-3;3;5
2021-06-09;AT-3;4;0
2021-06-09;AT-4;1;8398
2021-06-09;AT-4;2;8877
2021-06-09;AT-4;3;5
2021-06-09;AT-4;4;0
2021-06-09;AT-5;1;4033
2021-06-09;AT-5;2;6242
2021-06-09;AT-5;3;2
2021-06-09;AT-5;4;0
2021-06-09;AT-6;1;13636
2021-06-09;AT-6;2;15894
2021-06-09;AT-6;3;1
2021-06-09;AT-6;4;0
2021-06-09;AT-7;1;3230
2021-06-09;AT-7;2;4576
2021-06-09;AT-7;3;1
2021-06-09;AT-7;4;0
2021-06-09;AT-8;1;119
2021-06-09;AT-8;2;155
2021-06-09;AT-8;3;0
2021-06-09;AT-8;4;0
2021-06-09;AT-9;1;9452
2021-06-09;AT-9;2;9572
2021-06-09;AT-9;3;4
2021-06-09;AT-9;4;0
2021-06-10;AT-1;1;1682
2021-06-10;AT-1;2;4164
2021-06-10;AT-1;3;2
2021-06-10;AT-1;4;0
2021-06-10;AT-2;1;3963
2021-06-10;AT-2;2;1864
2021-06-10;AT-2;3;1
2021-06-10;AT-2;4;0
2021-06-10;AT-3;1;8364
2021-06-10;AT-3;2;14001
2021-06-10;AT-3;3;3
2021-06-10;AT-3;4;0
2021-06-10;AT-4;1;7658
2021-06-10;AT-4;2;15795
2021-06-10;AT-4;3;7
2021-06-10;AT-4;4;0
2021-06-10;AT-5;1;3960
2021-06-10;AT-5;2;5061
2021-06-10;AT-5;3;0
2021-06-10;AT-5;4;0
2021-06-10;AT-6;1;8511
2021-06-10;AT-6;2;12559
2021-06-10;AT-6;3;5
2021-06-10;AT-6;4;0
2021-06-10;AT-7;1;6551
2021-06-10;AT-7;2;3856
2021-06-10;AT-7;3;3
2021-06-10;AT-7;4;1
2021-06-10;AT-8;1;2710
2021-06-10;AT-8;2;1944
2021-06-10;AT-8;3;0
2021-06-10;AT-8;4;0
2021-06-10;AT-9;1;8880
2021-06-10;AT-9;2;10147
2021-06-10;AT-9;3;3
2021-06-10;AT-9;4;0
2021-06-11;AT-1;1;1065
2021-06-11;AT-1;2;1687
2021-06-11;AT-1;3;1
2021-06-11;AT-1;4;0
2021-06-11;AT-2;1;5835
2021-06-11;AT-2;2;5896
2021-06-11;AT-2;3;2
2021-06-11;AT-2;4;1
2021-06-11;AT-3;1;14501
2021-06-11;AT-3;2;7353
2021-06-11;AT-3;3;7
2021-06-11;AT-3;4;0
2021-06-11;AT-4;1;8251
2021-06-11;AT-4;2;11670
2021-06-11;AT-4;3;5
2021-06-11;AT-4;4;0
2021-06-11;AT-5;1;3336
2021-06-11;AT-5;2;4171
2021-06-11;AT-5;3;0
2021-06-11;AT-5;4;0
2021-06-11;AT-6;1;5484
2021-06-11;AT-6;2;18751
2021-06-11;AT-6;3;3
2021-06-11;AT-6;4;0
2021-06-11;AT-7;1;4639
2021-06-11;AT-7;2;11516
2021-06-11;AT-7;3;3
2021-06-11;AT-7;4;0
2021-06-11;AT-8;1;3362
2021-06-11;AT-8;2;4857
2021-06-11;AT-8;3;0
2021-06-11;AT-8;4;0
2021-06-11;AT-9;1;8946
2021-06-11;AT-9;2;10040
2021-06-11;AT-9;3;5
2021-06-11;AT-9;4;0
2021-06-12;AT-1;1;1943
2021-06-12;AT-1;2;857
2021-06-12;AT-1;3;0
2021-06-12;AT-1;4;0
2021-06-12;AT-2;1;1440
2021-06-12;AT-2;2;7207
2021-06-12;AT-2;3;0
2021-06-12;AT-2;4;0
2021-06-12;AT-3;1;11868
2021-06-12;AT-3;2;2829
2021-06-12;AT-3;3;4
2021-06-12;AT-3;4;0
2021-06-12;AT-4;1;896
2021-06-12;AT-4;2;5370
2021-06-12;AT-4;3;1
2021-06-12;AT-4;4;0
2021-06-12;AT-5;1;569
2021-06-12;AT-5;2;578
2021-06-12;AT-5;3;0
2021-06-12;AT-5;4;0
2021-06-12;AT-6;1;1566
2021-06-12;AT-6;2;5852
2021-06-12;AT-6;3;0
2021-06-12;AT-6;4;0
2021-06-12;AT-7;1;2985
2021-06-12;AT-7;2;4657
2021-06-12;AT-7;3;6
2021-06-12;AT-7;4;0
2021-06-12;AT-8;1;97
2021-06-12;AT-8;2;7311
2021-06-12;AT-8;3;0
2021-06-12;AT-8;4;0
2021-06-12;AT-9;1;6652
2021-06-12;AT-9;2;7123
2021-06-12;AT-9;3;1
2021-06-12;AT-9;4;0
2021-06-13;AT-1;1;227
2021-06-13;AT-1;2;2488
2021-06-13;AT-1;3;0
2021-06-13;AT-1;4;0
2021-06-13;AT-2;1;920
2021-06-13;AT-2;2;6761
2021-06-13;AT-2;3;2
2021-06-13;AT-2;4;0
2021-06-13;AT-3;1;9374
2021-06-13;AT-3;2;1194
2021-06-13;AT-3;3;0
2021-06-13;AT-3;4;0
2021-06-13;AT-4;1;126
2021-06-13;AT-4;2;471
2021-06-13;AT-4;3;1
2021-06-13;AT-4;4;0
2021-06-13;AT-5;1;31
2021-06-13;AT-5;2;40
2021-06-13;AT-5;3;0
2021-06-13;AT-5;4;0
2021-06-13;AT-6;1;319
2021-06-13;AT-6;2;258
2021-06-13;AT-6;3;0
2021-06-13;AT-6;4;0
2021-06-13;AT-7;1;80
2021-06-13;AT-7;2;1086
2021-06-13;AT-7;3;0
2021-06-13;AT-7;4;0
2021-06-13;AT-8;1;1920
2021-06-13;AT-8;2;2111
2021-06-13;AT-8;3;0
2021-06-13;AT-8;4;0
2021-06-13;AT-9;1;4177
2021-06-13;AT-9;2;6120
2021-06-13;AT-9;3;1
2021-06-13;AT-9;4;0
2021-06-14;AT-1;1;816
2021-06-14;AT-1;2;230
2021-06-14;AT-1;3;0
2021-06-14;AT-1;4;0
2021-06-14;AT-2;1;731
2021-06-14;AT-2;2;907
2021-06-14;AT-2;3;0
2021-06-14;AT-2;4;0
2021-06-14;AT-3;1;3635
2021-06-14;AT-3;2;5362
2021-06-14;AT-3;3;3
2021-06-14;AT-3;4;1
2021-06-14;AT-4;1;3542
2021-06-14;AT-4;2;3046
2021-06-14;AT-4;3;2
2021-06-14;AT-4;4;0
2021-06-14;AT-5;1;780
2021-06-14;AT-5;2;2038
